param_foc1,param_val1,param_foc2,param_val2,first_virus,time,variable,value,nutrient,variable2,abund_type
q_nb,0.0011,z_nb,1e-18,PAV,100,R_n_low,3.6370841478307284e-8,low,R_n,NA
q_nb,0.0011,z_nb,1e-18,PAV,100,R_p_low,6.705864922998144e-9,low,R_p,NA
q_nb,0.0011,z_nb,1e-18,PAV,100,Q_n_low,0.0011160228866142839,low,Q_n,NA
q_nb,0.0011,z_nb,1e-18,PAV,100,Q_p_low,1.4738007718798386e-4,low,Q_p,NA
q_nb,0.0011,z_nb,1e-18,PAV,100,H_low,0.5114172369209516,low,H,NA
q_nb,0.0011,z_nb,1e-18,PAV,100,V_b_low,6.298883160036263,low,PAV_conc,con
q_nb,0.0011,z_nb,1e-18,PAV,100,V_c_low,0,low,RPV_conc,con
q_nb,0.0011,z_nb,1e-18,PAV,100,R_n_n,9.625150293609928e-7,+N,R_n,NA
q_nb,0.0011,z_nb,1e-18,PAV,100,R_p_n,3.4208820683102493e-9,+N,R_p,NA
q_nb,0.0011,z_nb,1e-18,PAV,100,Q_n_n,0.005972591493570923,+N,Q_n,NA
q_nb,0.0011,z_nb,1e-18,PAV,100,Q_p_n,7.519575149907459e-5,+N,Q_p,NA
q_nb,0.0011,z_nb,1e-18,PAV,100,H_n,1.0023899805013663,+N,H,NA
q_nb,0.0011,z_nb,1e-18,PAV,100,V_b_n,6.502722737902871,+N,PAV_conc,con
q_nb,0.0011,z_nb,1e-18,PAV,100,V_c_n,0,+N,RPV_conc,con
q_nb,0.0011,z_nb,1e-18,PAV,100,R_n_p,3.6370841478307284e-8,+P,R_n,NA
q_nb,0.0011,z_nb,1e-18,PAV,100,R_p_p,3.475800731904289e-7,+P,R_p,NA
q_nb,0.0011,z_nb,1e-18,PAV,100,Q_n_p,0.0011160228866142839,+P,Q_n,NA
q_nb,0.0011,z_nb,1e-18,PAV,100,Q_p_p,0.0016970278015815627,+P,Q_p,NA
q_nb,0.0011,z_nb,1e-18,PAV,100,H_p,0.5114172369209516,+P,H,NA
q_nb,0.0011,z_nb,1e-18,PAV,100,V_b_p,6.298883160036263,+P,PAV_conc,con
q_nb,0.0011,z_nb,1e-18,PAV,100,V_c_p,0,+P,RPV_conc,con
q_nb,0.0011,z_nb,1e-18,PAV,100,R_n_np,1.8862945134304888e-7,+N+P,R_n,NA
q_nb,0.0011,z_nb,1e-18,PAV,100,R_p_np,3.493560051906007e-8,+N+P,R_p,NA
q_nb,0.0011,z_nb,1e-18,PAV,100,Q_n_np,0.0011892032858788592,+N+P,Q_n,NA
q_nb,0.0011,z_nb,1e-18,PAV,100,Q_p_np,1.7240410700242246e-4,+N+P,Q_p,NA
q_nb,0.0011,z_nb,1e-18,PAV,100,H_np,5.035707714089951,+N+P,H,NA
q_nb,0.0011,z_nb,1e-18,PAV,100,V_b_np,6.998076854103857,+N+P,PAV_conc,con
q_nb,0.0011,z_nb,1e-18,PAV,100,V_c_np,0,+N+P,RPV_conc,con
q_nb,0.0011,z_nb,1e-18,PAV,100,VbH_low,6.007658730011349,low,PAV_pop,pop
q_nb,0.0011,z_nb,1e-18,PAV,100,VbH_n,6.5037594545472865,+N,PAV_pop,pop
q_nb,0.0011,z_nb,1e-18,PAV,100,VbH_p,6.007658730011349,+P,PAV_pop,pop
q_nb,0.0011,z_nb,1e-18,PAV,100,VbH_np,7.7001373337012495,+N+P,PAV_pop,pop
q_nb,0.0011,z_nb,1e-18,PAV,100,VcH_low,0,low,RPV_pop,pop
q_nb,0.0011,z_nb,1e-18,PAV,100,VcH_n,0,+N,RPV_pop,pop
q_nb,0.0011,z_nb,1e-18,PAV,100,VcH_p,0,+P,RPV_pop,pop
q_nb,0.0011,z_nb,1e-18,PAV,100,VcH_np,0,+N+P,RPV_pop,pop
q_nb,0.0011,z_nb,1e-12,PAV,100,R_n_low,3.64072167547833e-8,low,R_n,NA
q_nb,0.0011,z_nb,1e-12,PAV,100,R_p_low,6.7125681475413205e-9,low,R_p,NA
q_nb,0.0011,z_nb,1e-12,PAV,100,Q_n_low,0.0011160169048730708,low,Q_n,NA
q_nb,0.0011,z_nb,1e-12,PAV,100,Q_p_low,1.4752751074875197e-4,low,Q_p,NA
q_nb,0.0011,z_nb,1e-12,PAV,100,H_low,0.5109066536596408,low,H,NA
q_nb,0.0011,z_nb,1e-12,PAV,100,V_b_low,6.298576541216439,low,PAV_conc,con
q_nb,0.0011,z_nb,1e-12,PAV,100,V_c_low,0,low,RPV_conc,con
q_nb,0.0011,z_nb,1e-12,PAV,100,R_n_n,9.625122249533457e-7,+N,R_n,NA
q_nb,0.0011,z_nb,1e-12,PAV,100,R_p_n,3.42087229192398e-9,+N,R_p,NA
q_nb,0.0011,z_nb,1e-12,PAV,100,Q_n_n,0.005970815634050454,+N,Q_n,NA
q_nb,0.0011,z_nb,1e-12,PAV,100,Q_p_n,7.519574851513936e-5,+N,Q_p,NA
q_nb,0.0011,z_nb,1e-12,PAV,100,H_n,1.0023928446632502,+N,H,NA
q_nb,0.0011,z_nb,1e-12,PAV,100,V_b_n,6.502723495947275,+N,PAV_conc,con
q_nb,0.0011,z_nb,1e-12,PAV,100,V_c_n,0,+N,RPV_conc,con
q_nb,0.0011,z_nb,1e-12,PAV,100,R_n_p,3.64072167547833e-8,+P,R_n,NA
q_nb,0.0011,z_nb,1e-12,PAV,100,R_p_p,3.479314678291851e-7,+P,R_p,NA
q_nb,0.0011,z_nb,1e-12,PAV,100,Q_n_p,0.0011160169048730708,+P,Q_n,NA
q_nb,0.0011,z_nb,1e-12,PAV,100,Q_p_p,0.0016987235542975558,+P,Q_p,NA
q_nb,0.0011,z_nb,1e-12,PAV,100,H_p,0.5109066536596408,+P,H,NA
q_nb,0.0011,z_nb,1e-12,PAV,100,V_b_p,6.298576541216439,+P,PAV_conc,con
