"Variable","Estimate","Std.error","Z","P"
"(Intercept)",-2.25302684480042,0.931168215985231,-2.41957017660508,0.0155388621221391
"dpiI",0.281113685478664,0.0618219226953635,4.54715209787138,5.43767022332941e-06
"dpiI:highN",0.0407312883853644,0.0558196153143404,0.729694895889049,0.465576701727676
"dpiI:highP",0.0605956385804444,0.0547104254161592,1.10757023217273,0.2680474652801
"dpiI:highN:highP",-0.0707232404897928,0.0784389695093471,-0.901633982855488,0.367251332672761
"Groups","Name","Std.Dev."
"set","(Intercept)","1.0313"
"Residual","","2.2347"
"N"
72
