param_foc1,param_val1,param_foc2,param_val2,param_foc3,param_val3,param_foc4,param_val4,variable2,nutrient,first,last,growth
z_nb,1.6e-18,z_pb,2.6e-19,q_nc,9.660589605519021e-4,q_pc,1e-6,PAV_conc,low,500000,510526.61629423185,0.17188607304194867
z_nb,1.6e-18,z_pb,2.6e-19,q_nc,9.660589605519021e-4,q_pc,1e-6,PAV_conc,+N,500000,511344.1599584699,0.1850868354587804
z_nb,1.6e-18,z_pb,2.6e-19,q_nc,9.660589605519021e-4,q_pc,1e-6,PAV_conc,+P,500000,510526.61629423185,0.17188607304194867
z_nb,1.6e-18,z_pb,2.6e-19,q_nc,9.660589605519021e-4,q_pc,1e-6,PAV_conc,+N+P,500000,511344.1599584699,0.1850868354587804
z_nb,1.6e-18,z_pb,2.6e-19,q_nc,0.0011,q_pc,1e-6,RPV_conc,low,500000,498668.2244987467,-0.08801445067620342
z_nb,1.6e-18,z_pb,2.6e-19,q_nc,0.0011,q_pc,1e-6,RPV_conc,+N,500000,503450.9446069019,0.22697994677256933
z_nb,1.6e-18,z_pb,2.6e-19,q_nc,0.0011,q_pc,1e-6,RPV_conc,+P,500000,498668.2244987467,-0.08801445067620342
z_nb,1.6e-18,z_pb,2.6e-19,q_nc,0.0011,q_pc,1e-6,RPV_conc,+N+P,500000,503450.9446069019,0.22697994677256933
z_nb,1.6e-18,z_pb,2.6e-19,q_nc,0.0011,q_pc,1e-6,PAV_conc,low,500000,510526.61629423185,0.17188607304194867
z_nb,1.6e-18,z_pb,2.6e-19,q_nc,0.0011,q_pc,1e-6,PAV_conc,+N,500000,511344.1599584699,0.1850868354587804
z_nb,1.6e-18,z_pb,2.6e-19,q_nc,0.0011,q_pc,1e-6,PAV_conc,+P,500000,510526.61629423185,0.17188607304194867
z_nb,1.6e-18,z_pb,2.6e-19,q_nc,0.0011,q_pc,1e-6,PAV_conc,+N+P,500000,511344.1599584699,0.1850868354587804
z_nb,1.6e-18,z_pb,2.6e-19,q_nc,0.0018055957456784332,q_pc,1e-6,RPV_conc,low,500000,491750.987501983,-0.5489758895541387
z_nb,1.6e-18,z_pb,2.6e-19,q_nc,0.0018055957456784332,q_pc,1e-6,RPV_conc,+N,500000,499991.77181240404,-5.430648497835957e-4
z_nb,1.6e-18,z_pb,2.6e-19,q_nc,0.0018055957456784332,q_pc,1e-6,RPV_conc,+P,500000,491750.987501983,-0.5489758895541387
z_nb,1.6e-18,z_pb,2.6e-19,q_nc,0.0018055957456784332,q_pc,1e-6,RPV_conc,+N+P,500000,499991.77181240404,-5.430648497835957e-4
z_nb,1.6e-18,z_pb,2.6e-19,q_nc,0.0018055957456784332,q_pc,1e-6,PAV_conc,low,500000,510526.61629423185,0.17188607304194867
z_nb,1.6e-18,z_pb,2.6e-19,q_nc,0.0018055957456784332,q_pc,1e-6,PAV_conc,+N,500000,511344.1599584699,0.1850868354587804
z_nb,1.6e-18,z_pb,2.6e-19,q_nc,0.0018055957456784332,q_pc,1e-6,PAV_conc,+P,500000,510526.61629423185,0.17188607304194867
z_nb,1.6e-18,z_pb,2.6e-19,q_nc,0.0018055957456784332,q_pc,1e-6,PAV_conc,+N+P,500000,511344.1599584699,0.1850868354587804
z_nb,1.6e-18,z_pb,2.6e-19,q_nc,0.003,q_pc,1e-6,RPV_conc,low,500000,491148.80331707926,-0.5894115082688657
z_nb,1.6e-18,z_pb,2.6e-19,q_nc,0.003,q_pc,1e-6,RPV_conc,+N,500000,494190.31334639393,-0.38568438924906456
z_nb,1.6e-18,z_pb,2.6e-19,q_nc,0.003,q_pc,1e-6,RPV_conc,+P,500000,491148.80331707926,-0.5894115082688657
z_nb,1.6e-18,z_pb,2.6e-19,q_nc,0.003,q_pc,1e-6,RPV_conc,+N+P,500000,494190.31334639393,-0.38568438924906456
z_nb,1.6e-18,z_pb,2.6e-19,q_nc,0.003,q_pc,1e-6,PAV_conc,low,500000,510526.61629423185,0.17188607304194867
z_nb,1.6e-18,z_pb,2.6e-19,q_nc,0.003,q_pc,1e-6,PAV_conc,+N,500000,511344.1599584699,0.1850868354587804
z_nb,1.6e-18,z_pb,2.6e-19,q_nc,0.003,q_pc,1e-6,PAV_conc,+P,500000,510526.61629423185,0.17188607304194867
z_nb,1.6e-18,z_pb,2.6e-19,q_nc,0.003,q_pc,1e-6,PAV_conc,+N+P,500000,511344.1599584699,0.1850868354587804
z_nb,1.6e-18,z_pb,2.6e-19,q_nc,0.005,q_pc,1e-6,RPV_conc,low,500000,491148.8292135365,-0.5894097683011387
z_nb,1.6e-18,z_pb,2.6e-19,q_nc,0.005,q_pc,1e-6,RPV_conc,+N,500000,490421.2446161381,-0.6383319935232599
z_nb,1.6e-18,z_pb,2.6e-19,q_nc,0.005,q_pc,1e-6,RPV_conc,+P,500000,491148.8292135365,-0.5894097683011387
z_nb,1.6e-18,z_pb,2.6e-19,q_nc,0.005,q_pc,1e-6,RPV_conc,+N+P,500000,490421.2446161381,-0.6383319935232599
z_nb,1.6e-18,z_pb,2.6e-19,q_nc,0.005,q_pc,1e-6,PAV_conc,low,500000,510526.61629423185,0.17188607304194867
z_nb,1.6e-18,z_pb,2.6e-19,q_nc,0.005,q_pc,1e-6,PAV_conc,+N,500000,511344.1599584699,0.1850868354587804
z_nb,1.6e-18,z_pb,2.6e-19,q_nc,0.005,q_pc,1e-6,PAV_conc,+P,500000,510526.61629423185,0.17188607304194867
z_nb,1.6e-18,z_pb,2.6e-19,q_nc,0.005,q_pc,1e-6,PAV_conc,+N+P,500000,511344.1599584699,0.1850868354587804
z_nb,1.6e-18,z_pb,2.6e-19,q_nc,0.007,q_pc,1e-6,RPV_conc,low,500000,491148.8292135365,-0.5894097683011387
z_nb,1.6e-18,z_pb,2.6e-19,q_nc,0.007,q_pc,1e-6,RPV_conc,+N,500000,490421.2446161381,-0.6383319935232599
z_nb,1.6e-18,z_pb,2.6e-19,q_nc,0.007,q_pc,1e-6,RPV_conc,+P,500000,491148.8292135365,-0.5894097683011387
z_nb,1.6e-18,z_pb,2.6e-19,q_nc,0.007,q_pc,1e-6,RPV_conc,+N+P,500000,490421.2446161381,-0.6383319935232599
z_nb,1.6e-18,z_pb,2.6e-19,q_nc,0.007,q_pc,1e-6,PAV_conc,low,500000,510526.61629423185,0.17188607304194867
z_nb,1.6e-18,z_pb,2.6e-19,q_nc,0.007,q_pc,1e-6,PAV_conc,+N,500000,511344.1599584699,0.1850868354587804
z_nb,1.6e-18,z_pb,2.6e-19,q_nc,0.007,q_pc,1e-6,PAV_conc,+P,500000,510526.61629423185,0.17188607304194867
z_nb,1.6e-18,z_pb,2.6e-19,q_nc,0.007,q_pc,1e-6,PAV_conc,+N+P,500000,511344.1599584699,0.1850868354587804
z_nb,1.6e-18,z_pb,2.6e-19,q_nc,0.01,q_pc,1e-6,RPV_conc,low,500000,491148.8292135365,-0.5894097683011387
z_nb,1.6e-18,z_pb,2.6e-19,q_nc,0.01,q_pc,1e-6,RPV_conc,+N,500000,490421.2446161381,-0.6383319935232599
z_nb,1.6e-18,z_pb,2.6e-19,q_nc,0.01,q_pc,1e-6,RPV_conc,+P,500000,491148.8292135365,-0.5894097683011387
z_nb,1.6e-18,z_pb,2.6e-19,q_nc,0.01,q_pc,1e-6,RPV_conc,+N+P,500000,490421.2446161381,-0.6383319935232599
z_nb,1.6e-18,z_pb,2.6e-19,q_nc,0.01,q_pc,1e-6,PAV_conc,low,500000,510526.61629423185,0.17188607304194867
z_nb,1.6e-18,z_pb,2.6e-19,q_nc,0.01,q_pc,1e-6,PAV_conc,+N,500000,511344.1599584699,0.1850868354587804
z_nb,1.6e-18,z_pb,2.6e-19,q_nc,0.01,q_pc,1e-6,PAV_conc,+P,500000,510526.61629423185,0.17188607304194867
z_nb,1.6e-18,z_pb,2.6e-19,q_nc,0.01,q_pc,1e-6,PAV_conc,+N+P,500000,511344.1599584699,0.1850868354587804
z_nb,1.6e-18,z_pb,2.6e-19,q_nc,1e-6,q_pc,5e-6,RPV_conc,low,500000,509443.8706635109,0.617482227251096
z_nb,1.6e-18,z_pb,2.6e-19,q_nc,1e-6,q_pc,5e-6,RPV_conc,+N,500000,508609.13949629635,0.563366902378781
z_nb,1.6e-18,z_pb,2.6e-19,q_nc,1e-6,q_pc,5e-6,RPV_conc,+P,500000,509577.36138086603,0.6261281583846021
z_nb,1.6e-18,z_pb,2.6e-19,q_nc,1e-6,q_pc,5e-6,RPV_conc,+N+P,500000,508796.0488580401,0.5754918828242003
z_nb,1.6e-18,z_pb,2.6e-19,q_nc,1e-6,q_pc,5e-6,PAV_conc,low,500000,510526.61629423185,0.17188607304194867
z_nb,1.6e-18,z_pb,2.6e-19,q_nc,1e-6,q_pc,5e-6,PAV_conc,+N,500000,511344.1599584699,0.1850868354587804
z_nb,1.6e-18,z_pb,2.6e-19,q_nc,1e-6,q_pc,5e-6,PAV_conc,+P,500000,510526.61629423185,0.17188607304194867
z_nb,1.6e-18,z_pb,2.6e-19,q_nc,1e-6,q_pc,5e-6,PAV_conc,+N+P,500000,511344.1599584699,0.1850868354587804
z_nb,1.6e-18,z_pb,2.6e-19,q_nc,1e-6,q_pc,1e-5,RPV_conc,low,500000,509241.18786014605,0.604350528610116
z_nb,1.6e-18,z_pb,2.6e-19,q_nc,1e-6,q_pc,1e-5,RPV_conc,+N,500000,508326.79697068967,0.5450426338574126
z_nb,1.6e-18,z_pb,2.6e-19,q_nc,1e-6,q_pc,1e-5,RPV_conc,+P,500000,509508.0978169393,0.621642376368043
z_nb,1.6e-18,z_pb,2.6e-19,q_nc,1e-6,q_pc,1e-5,RPV_conc,+N+P,500000,508700.47621561296,0.5692925550984546
z_nb,1.6e-18,z_pb,2.6e-19,q_nc,1e-6,q_pc,1e-5,PAV_conc,low,500000,510526.61629423185,0.17188607304194867
z_nb,1.6e-18,z_pb,2.6e-19,q_nc,1e-6,q_pc,1e-5,PAV_conc,+N,500000,511344.1599584699,0.1850868354587804
z_nb,1.6e-18,z_pb,2.6e-19,q_nc,1e-6,q_pc,1e-5,PAV_conc,+P,500000,510526.61629423185,0.17188607304194867
z_nb,1.6e-18,z_pb,2.6e-19,q_nc,1e-6,q_pc,1e-5,PAV_conc,+N+P,500000,511344.1599584699,0.1850868354587804
z_nb,1.6e-18,z_pb,2.6e-19,q_nc,1e-6,q_pc,2.5e-5,RPV_conc,low,500000,508633.6247725665,0.564955538140962
z_nb,1.6e-18,z_pb,2.6e-19,q_nc,1e-6,q_pc,2.5e-5,RPV_conc,+N,500000,507480.713327509,0.49007007970991123
z_nb,1.6e-18,z_pb,2.6e-19,q_nc,1e-6,q_pc,2.5e-5,RPV_conc,+P,500000,509300.36393646774,0.6081850516442869
z_nb,1.6e-18,z_pb,2.6e-19,q_nc,1e-6,q_pc,2.5e-5,RPV_conc,+N+P,500000,508413.8662529278,0.5506945890212231
