param_foc1,param_val1,param_foc2,param_val2,time,variable,value,nutrient,variable2,value2,abund_type
z_nb,1.0265234075077264e-16,z_pb,1.6681005372000556e-17,60,Q_n_np,0.001313544158178796,+N+P,Q_n,0.001313544158178796,NA
z_nb,1.0265234075077264e-16,z_pb,1.6681005372000556e-17,60,Q_p_np,2.4500927803364447e-4,+N+P,Q_p,2.4500927803364447e-4,NA
z_nb,1.0265234075077264e-16,z_pb,1.6681005372000556e-17,60,H_np,1.9971771167959615,+N+P,H,1.9971771167959615,NA
z_nb,1.0265234075077264e-16,z_pb,1.6681005372000556e-17,60,V_b_np,43577.22327686141,+N+P,PAV_conc,4.639269519696731,con
z_nb,1.0265234075077264e-16,z_pb,1.6681005372000556e-17,60,V_c_np,0,+N+P,RPV_conc,0,con
z_nb,1.0265234075077264e-16,z_pb,1.6681005372000556e-17,60,VbH_low,4.826959240363912,low,PAV_pop,0.7654419802066853,pop
z_nb,1.0265234075077264e-16,z_pb,1.6681005372000556e-17,60,VbH_n,2467.866765889688,+N,PAV_pop,3.3924976535608566,pop
z_nb,1.0265234075077264e-16,z_pb,1.6681005372000556e-17,60,VbH_p,4.826959240363912,+P,PAV_pop,0.7654419802066853,pop
z_nb,1.0265234075077264e-16,z_pb,1.6681005372000556e-17,60,VbH_np,87031.43314205593,+N+P,PAV_pop,4.939681125144727,pop
z_nb,1.0265234075077264e-16,z_pb,1.6681005372000556e-17,60,VcH_low,0,low,RPV_pop,0,pop
z_nb,1.0265234075077264e-16,z_pb,1.6681005372000556e-17,60,VcH_n,0,+N,RPV_pop,0,pop
z_nb,1.0265234075077264e-16,z_pb,1.6681005372000556e-17,60,VcH_p,0,+P,RPV_pop,0,pop
z_nb,1.0265234075077264e-16,z_pb,1.6681005372000556e-17,60,VcH_np,0,+N+P,RPV_pop,0,pop
z_nb,1.7123442475120772e-15,z_pb,2.782559402207126e-16,60,R_n_low,6.69606721073581e-8,low,R_n,6.69606721073581e-8,NA
z_nb,1.7123442475120772e-15,z_pb,2.782559402207126e-16,60,R_p_low,1.234092734956127e-8,low,R_p,1.234092734956127e-8,NA
z_nb,1.7123442475120772e-15,z_pb,2.782559402207126e-16,60,Q_n_low,0.001126346816068596,low,Q_n,0.001126346816068596,NA
z_nb,1.7123442475120772e-15,z_pb,2.782559402207126e-16,60,Q_p_low,2.654477256650338e-4,low,Q_p,2.654477256650338e-4,NA
z_nb,1.7123442475120772e-15,z_pb,2.782559402207126e-16,60,H_low,0.2779964286020688,low,H,0.2779964286020688,NA
z_nb,1.7123442475120772e-15,z_pb,2.782559402207126e-16,60,V_b_low,17.36307323269032,low,PAV_conc,1.263945366206536,con
z_nb,1.7123442475120772e-15,z_pb,2.782559402207126e-16,60,V_c_low,0,low,RPV_conc,0,con
z_nb,1.7123442475120772e-15,z_pb,2.782559402207126e-16,60,R_n_n,9.883043068193969e-7,+N,R_n,9.883043068193969e-7,NA
z_nb,1.7123442475120772e-15,z_pb,2.782559402207126e-16,60,R_p_n,3.5107574326924252e-9,+N,R_p,3.5107574326924252e-9,NA
z_nb,1.7123442475120772e-15,z_pb,2.782559402207126e-16,60,Q_n_n,0.0025778509961982532,+N,Q_n,0.0025778509961982532,NA
z_nb,1.7123442475120772e-15,z_pb,2.782559402207126e-16,60,Q_p_n,7.568342011875009e-5,+N,Q_p,7.568342011875009e-5,NA
z_nb,1.7123442475120772e-15,z_pb,2.782559402207126e-16,60,H_n,0.9767613896800021,+N,H,0.9767613896800021,NA
z_nb,1.7123442475120772e-15,z_pb,2.782559402207126e-16,60,V_b_n,2526.0155999183007,+N,PAV_conc,3.4026079229399087,con
z_nb,1.7123442475120772e-15,z_pb,2.782559402207126e-16,60,V_c_n,0,+N,RPV_conc,0,con
z_nb,1.7123442475120772e-15,z_pb,2.782559402207126e-16,60,R_n_p,6.69606721073581e-8,+P,R_n,6.69606721073581e-8,NA
z_nb,1.7123442475120772e-15,z_pb,2.782559402207126e-16,60,R_p_p,6.458285371619181e-7,+P,R_p,6.458285371619181e-7,NA
z_nb,1.7123442475120772e-15,z_pb,2.782559402207126e-16,60,Q_n_p,0.001126346816068596,+P,Q_n,0.001126346816068596,NA
z_nb,1.7123442475120772e-15,z_pb,2.782559402207126e-16,60,Q_p_p,0.001650701674124138,+P,Q_p,0.001650701674124138,NA
z_nb,1.7123442475120772e-15,z_pb,2.782559402207126e-16,60,H_p,0.2779964286020688,+P,H,0.2779964286020688,NA
z_nb,1.7123442475120772e-15,z_pb,2.782559402207126e-16,60,V_b_p,17.36307323269032,+P,PAV_conc,1.263945366206536,con
z_nb,1.7123442475120772e-15,z_pb,2.782559402207126e-16,60,V_c_p,0,+P,RPV_conc,0,con
z_nb,1.7123442475120772e-15,z_pb,2.782559402207126e-16,60,R_n_np,4.785105272302887e-7,+N+P,R_n,4.785105272302887e-7,NA
z_nb,1.7123442475120772e-15,z_pb,2.782559402207126e-16,60,R_p_np,8.82655357195443e-8,+N+P,R_p,8.82655357195443e-8,NA
z_nb,1.7123442475120772e-15,z_pb,2.782559402207126e-16,60,Q_n_np,0.001313545842513687,+N+P,Q_n,0.001313545842513687,NA
z_nb,1.7123442475120772e-15,z_pb,2.782559402207126e-16,60,Q_p_np,2.450094540373199e-4,+N+P,Q_p,2.450094540373199e-4,NA
z_nb,1.7123442475120772e-15,z_pb,2.782559402207126e-16,60,H_np,1.9971552193589697,+N+P,H,1.9971552193589697,NA
z_nb,1.7123442475120772e-15,z_pb,2.782559402207126e-16,60,V_b_np,43575.33101840212,+N+P,PAV_conc,4.639250661303983,con
z_nb,1.7123442475120772e-15,z_pb,2.782559402207126e-16,60,V_c_np,0,+N+P,RPV_conc,0,con
z_nb,1.7123442475120772e-15,z_pb,2.782559402207126e-16,60,VbH_low,4.826872348244086,low,PAV_pop,0.7654355039215468,pop
z_nb,1.7123442475120772e-15,z_pb,2.782559402207126e-16,60,VbH_n,2467.3145077295635,+N,PAV_pop,3.392400495826823,pop
z_nb,1.7123442475120772e-15,z_pb,2.782559402207126e-16,60,VbH_p,4.826872348244086,+P,PAV_pop,0.7654355039215468,pop
z_nb,1.7123442475120772e-15,z_pb,2.782559402207126e-16,60,VbH_np,87026.6997786966,+N+P,PAV_pop,4.939657504875641,pop
z_nb,1.7123442475120772e-15,z_pb,2.782559402207126e-16,60,VcH_low,0,low,RPV_pop,0,pop
