"Variable","Estimate","Std.error","Z","P"
"(Intercept)",11.3509821104365,0.322086974698562,35.2419781056338,4.55307154587686e-272
"dpiI",0.0791886007456875,0.0224343884212157,3.52978647150464,0.000415895180098102
"dpiI:highN",0.0328923254675834,0.0188555492189896,1.74443741126655,0.0810828462678519
"dpiI:highP",0.00125343606044453,0.0186515431645583,0.0672028072629568,0.946420250306427
"dpiI:highN:highP",-0.000372504683380669,0.0258817661470655,-0.0143925527054074,0.988516800856161
"Groups","Name","Std.Dev."
"set","(Intercept)","0.29718"
"Residual","","0.78591"
"N"
74
