param_foc1,param_val1,param_foc2,param_val2,time,variable,value,nutrient,variable2,value2,abund_type
z_nc,1.7e-18,z_pc,2.6e-19,23,R_n_low,1.3743431748667196e-7,low,R_n,1.3743431748667196e-7,NA
z_nc,1.7e-18,z_pc,2.6e-19,23,R_p_low,2.5387880423026303e-8,low,R_p,2.5387880423026303e-8,NA
z_nc,1.7e-18,z_pc,2.6e-19,23,Q_n_low,0.00458567144084916,low,Q_n,0.00458567144084916,NA
z_nc,1.7e-18,z_pc,2.6e-19,23,Q_p_low,6.384844647964674e-4,low,Q_p,6.384844647964674e-4,NA
z_nc,1.7e-18,z_pc,2.6e-19,23,H_low,0.137306101238905,low,H,0.137306101238905,NA
z_nc,1.7e-18,z_pc,2.6e-19,23,V_b_low,0,low,PAV_conc,0,con
z_nc,1.7e-18,z_pc,2.6e-19,23,V_c_low,12079765.221601002,low,RPV_conc,7.082058529512671,con
z_nc,1.7e-18,z_pc,2.6e-19,23,R_n_n,7.306417500026852e-6,+N,R_n,7.306417500026852e-6,NA
z_nc,1.7e-18,z_pc,2.6e-19,23,R_p_n,2.3039399274216726e-8,+N,R_p,2.3039399274216726e-8,NA
z_nc,1.7e-18,z_pc,2.6e-19,23,Q_n_n,0.01239384793721413,+N,Q_n,0.01239384793721413,NA
z_nc,1.7e-18,z_pc,2.6e-19,23,Q_p_n,5.791154084464378e-4,+N,Q_p,5.791154084464378e-4,NA
z_nc,1.7e-18,z_pc,2.6e-19,23,H_n,0.1513862383546909,+N,H,0.1513862383546909,NA
z_nc,1.7e-18,z_pc,2.6e-19,23,V_b_n,0,+N,PAV_conc,0,con
z_nc,1.7e-18,z_pc,2.6e-19,23,V_c_n,16429906.717250148,+N,RPV_conc,7.215635124116645,con
z_nc,1.7e-18,z_pc,2.6e-19,23,R_n_p,1.3743431748667196e-7,+P,R_n,1.3743431748667196e-7,NA
z_nc,1.7e-18,z_pc,2.6e-19,23,R_p_p,1.36106075948729e-6,+P,R_p,1.36106075948729e-6,NA
z_nc,1.7e-18,z_pc,2.6e-19,23,Q_n_p,0.00458567144084916,+P,Q_n,0.00458567144084916,NA
z_nc,1.7e-18,z_pc,2.6e-19,23,Q_p_p,0.00196213955185033,+P,Q_p,0.00196213955185033,NA
