param_foc1,param_val1,param_foc2,param_val2,variable2,nutrient,first,last,growth
z_nb,1.6e-18,z_pb,2.6e-19,RPV_conc,low,0,0,NA
z_nb,1.6e-18,z_pb,2.6e-19,RPV_conc,+N,0,0,NA
z_nb,1.6e-18,z_pb,2.6e-19,RPV_conc,+P,0,0,NA
z_nb,1.6e-18,z_pb,2.6e-19,RPV_conc,+N+P,0,0,NA
z_nb,1.6e-18,z_pb,2.6e-19,PAV_conc,low,500000,512653.1988964745,0.20617981392805498
z_nb,1.6e-18,z_pb,2.6e-19,PAV_conc,+N,500000,513112.85660654836,0.2135736564939949
z_nb,1.6e-18,z_pb,2.6e-19,PAV_conc,+P,500000,512653.1988964745,0.20617981392805498
z_nb,1.6e-18,z_pb,2.6e-19,PAV_conc,+N+P,500000,513112.85660654836,0.2135736564939949
z_nb,6.153846153846154e-18,z_pb,1e-18,RPV_conc,low,0,0,NA
z_nb,6.153846153846154e-18,z_pb,1e-18,RPV_conc,+N,0,0,NA
z_nb,6.153846153846154e-18,z_pb,1e-18,RPV_conc,+P,0,0,NA
z_nb,6.153846153846154e-18,z_pb,1e-18,RPV_conc,+N+P,0,0,NA
z_nb,6.153846153846154e-18,z_pb,1e-18,PAV_conc,low,500000,512653.19889632805,0.20617981392569837
z_nb,6.153846153846154e-18,z_pb,1e-18,PAV_conc,+N,500000,513112.8566062554,0.21357365648928417
z_nb,6.153846153846154e-18,z_pb,1e-18,PAV_conc,+P,500000,512653.19889632805,0.20617981392569837
z_nb,6.153846153846154e-18,z_pb,1e-18,PAV_conc,+N+P,500000,513112.8566062554,0.21357365648928417
z_nb,1.0318971918836941e-17,z_pb,1.6768329368110032e-18,RPV_conc,low,0,0,NA
z_nb,1.0318971918836941e-17,z_pb,1.6768329368110032e-18,RPV_conc,+N,0,0,NA
z_nb,1.0318971918836941e-17,z_pb,1.6768329368110032e-18,RPV_conc,+P,0,0,NA
z_nb,1.0318971918836941e-17,z_pb,1.6768329368110032e-18,RPV_conc,+N+P,0,0,NA
z_nb,1.0318971918836941e-17,z_pb,1.6768329368110032e-18,PAV_conc,low,500000,512653.19889634894,0.20617981392603427
z_nb,1.0318971918836941e-17,z_pb,1.6768329368110032e-18,PAV_conc,+N,500000,513112.85660635435,0.21357365649087462
z_nb,1.0318971918836941e-17,z_pb,1.6768329368110032e-18,PAV_conc,+P,500000,512653.19889634894,0.20617981392603427
z_nb,1.0318971918836941e-17,z_pb,1.6768329368110032e-18,PAV_conc,+N+P,500000,513112.85660635435,0.21357365649087462
z_nb,1.7303191987533763e-17,z_pb,2.8117686979742367e-18,RPV_conc,low,0,0,NA
z_nb,1.7303191987533763e-17,z_pb,2.8117686979742367e-18,RPV_conc,+N,0,0,NA
z_nb,1.7303191987533763e-17,z_pb,2.8117686979742367e-18,RPV_conc,+P,0,0,NA
z_nb,1.7303191987533763e-17,z_pb,2.8117686979742367e-18,RPV_conc,+N+P,0,0,NA
z_nb,1.7303191987533763e-17,z_pb,2.8117686979742367e-18,PAV_conc,low,500000,512653.19889636047,0.2061798139262201
z_nb,1.7303191987533763e-17,z_pb,2.8117686979742367e-18,PAV_conc,+N,500000,513112.8566064645,0.21357365649264543
z_nb,1.7303191987533763e-17,z_pb,2.8117686979742367e-18,PAV_conc,+P,500000,512653.19889636047,0.2061798139262201
z_nb,1.7303191987533763e-17,z_pb,2.8117686979742367e-18,PAV_conc,+N+P,500000,513112.8566064645,0.21357365649264543
z_nb,2.9014562236660857e-17,z_pb,4.71486636345739e-18,RPV_conc,low,0,0,NA
z_nb,2.9014562236660857e-17,z_pb,4.71486636345739e-18,RPV_conc,+N,0,0,NA
z_nb,2.9014562236660857e-17,z_pb,4.71486636345739e-18,RPV_conc,+P,0,0,NA
z_nb,2.9014562236660857e-17,z_pb,4.71486636345739e-18,RPV_conc,+N+P,0,0,NA
z_nb,2.9014562236660857e-17,z_pb,4.71486636345739e-18,PAV_conc,low,500000,512653.19889615563,0.20617981392292373
z_nb,2.9014562236660857e-17,z_pb,4.71486636345739e-18,PAV_conc,+N,500000,513112.85660611786,0.21357365648707247
z_nb,2.9014562236660857e-17,z_pb,4.71486636345739e-18,PAV_conc,+P,500000,512653.19889615563,0.20617981392292373
z_nb,2.9014562236660857e-17,z_pb,4.71486636345739e-18,PAV_conc,+N+P,500000,513112.85660611786,0.21357365648707247
z_nb,4.8652573605585654e-17,z_pb,7.90604321090767e-18,RPV_conc,low,0,0,NA
z_nb,4.8652573605585654e-17,z_pb,7.90604321090767e-18,RPV_conc,+N,0,0,NA
z_nb,4.8652573605585654e-17,z_pb,7.90604321090767e-18,RPV_conc,+P,0,0,NA
z_nb,4.8652573605585654e-17,z_pb,7.90604321090767e-18,RPV_conc,+N+P,0,0,NA
z_nb,4.8652573605585654e-17,z_pb,7.90604321090767e-18,PAV_conc,low,500000,512653.19889611885,0.20617981392233053
z_nb,4.8652573605585654e-17,z_pb,7.90604321090767e-18,PAV_conc,+N,500000,513112.85660626355,0.21357365648941626
z_nb,4.8652573605585654e-17,z_pb,7.90604321090767e-18,PAV_conc,+P,500000,512653.19889611885,0.20617981392233053
z_nb,4.8652573605585654e-17,z_pb,7.90604321090767e-18,PAV_conc,+N+P,500000,513112.85660626355,0.21357365648941626
z_nb,8.158223788246835e-17,z_pb,1.3257113655901108e-17,RPV_conc,low,0,0,NA
z_nb,8.158223788246835e-17,z_pb,1.3257113655901108e-17,RPV_conc,+N,0,0,NA
z_nb,8.158223788246835e-17,z_pb,1.3257113655901108e-17,RPV_conc,+P,0,0,NA
z_nb,8.158223788246835e-17,z_pb,1.3257113655901108e-17,RPV_conc,+N+P,0,0,NA
z_nb,8.158223788246835e-17,z_pb,1.3257113655901108e-17,PAV_conc,low,500000,512653.19889582327,0.20617981391757448
z_nb,8.158223788246835e-17,z_pb,1.3257113655901108e-17,PAV_conc,+N,500000,513112.8566059538,0.21357365648443596
z_nb,8.158223788246835e-17,z_pb,1.3257113655901108e-17,PAV_conc,+P,500000,512653.19889582327,0.20617981391757448
z_nb,8.158223788246835e-17,z_pb,1.3257113655901108e-17,PAV_conc,+N+P,500000,513112.8566059538,0.21357365648443596
z_nb,1.3679978354007328e-16,z_pb,2.222996482526191e-17,RPV_conc,low,0,0,NA
z_nb,1.3679978354007328e-16,z_pb,2.222996482526191e-17,RPV_conc,+N,0,0,NA
z_nb,1.3679978354007328e-16,z_pb,2.222996482526191e-17,RPV_conc,+P,0,0,NA
z_nb,1.3679978354007328e-16,z_pb,2.222996482526191e-17,RPV_conc,+N+P,0,0,NA
z_nb,1.3679978354007328e-16,z_pb,2.222996482526191e-17,PAV_conc,low,500000,512653.1988954558,0.20617981391166065
z_nb,1.3679978354007328e-16,z_pb,2.222996482526191e-17,PAV_conc,+N,500000,513112.85660573776,0.21357365648096224
z_nb,1.3679978354007328e-16,z_pb,2.222996482526191e-17,PAV_conc,+P,500000,512653.1988954558,0.20617981391166065
z_nb,1.3679978354007328e-16,z_pb,2.222996482526191e-17,PAV_conc,+N+P,500000,513112.85660573776,0.21357365648096224
z_nb,2.293903827886125e-16,z_pb,3.727593720314953e-17,RPV_conc,low,0,0,NA
z_nb,2.293903827886125e-16,z_pb,3.727593720314953e-17,RPV_conc,+N,0,0,NA
z_nb,2.293903827886125e-16,z_pb,3.727593720314953e-17,RPV_conc,+P,0,0,NA
z_nb,2.293903827886125e-16,z_pb,3.727593720314953e-17,RPV_conc,+N+P,0,0,NA
z_nb,2.293903827886125e-16,z_pb,3.727593720314953e-17,PAV_conc,low,500000,512653.1988946064,0.20617981389799095
z_nb,2.293903827886125e-16,z_pb,3.727593720314953e-17,PAV_conc,+N,500000,513112.8566048228,0.21357365646624982
z_nb,2.293903827886125e-16,z_pb,3.727593720314953e-17,PAV_conc,+P,500000,512653.1988946064,0.20617981389799095
z_nb,2.293903827886125e-16,z_pb,3.727593720314953e-17,PAV_conc,+N+P,500000,513112.8566048228,0.21357365646624982
z_nb,3.8464934924762925e-16,z_pb,6.250551925273976e-17,RPV_conc,low,0,0,NA
z_nb,3.8464934924762925e-16,z_pb,6.250551925273976e-17,RPV_conc,+N,0,0,NA
z_nb,3.8464934924762925e-16,z_pb,6.250551925273976e-17,RPV_conc,+P,0,0,NA
z_nb,3.8464934924762925e-16,z_pb,6.250551925273976e-17,RPV_conc,+N+P,0,0,NA
z_nb,3.8464934924762925e-16,z_pb,6.250551925273976e-17,PAV_conc,low,500000,512653.1988936024,0.20617981388183423
z_nb,3.8464934924762925e-16,z_pb,6.250551925273976e-17,PAV_conc,+N,500000,513112.8566042846,0.21357365645759765
z_nb,3.8464934924762925e-16,z_pb,6.250551925273976e-17,PAV_conc,+P,500000,512653.1988936024,0.20617981388183423
z_nb,3.8464934924762925e-16,z_pb,6.250551925273976e-17,PAV_conc,+N+P,500000,513112.8566042846,0.21357365645759765
z_nb,6.449926979413434e-16,z_pb,1.0481131341546832e-16,RPV_conc,low,0,0,NA
z_nb,6.449926979413434e-16,z_pb,1.0481131341546832e-16,RPV_conc,+N,0,0,NA
z_nb,6.449926979413434e-16,z_pb,1.0481131341546832e-16,RPV_conc,+P,0,0,NA
z_nb,6.449926979413434e-16,z_pb,1.0481131341546832e-16,RPV_conc,+N+P,0,0,NA
z_nb,6.449926979413434e-16,z_pb,1.0481131341546832e-16,PAV_conc,low,500000,512653.19889160607,0.2061798138497084
z_nb,6.449926979413434e-16,z_pb,1.0481131341546832e-16,PAV_conc,+N,500000,513112.856602641,0.21357365643116996
z_nb,6.449926979413434e-16,z_pb,1.0481131341546832e-16,PAV_conc,+P,500000,512653.19889160607,0.2061798138497084
z_nb,6.449926979413434e-16,z_pb,1.0481131341546832e-16,PAV_conc,+N+P,500000,513112.856602641,0.21357365643116996
z_nb,1.0815449999106395e-15,z_pb,1.7575106248547895e-16,RPV_conc,low,0,0,NA
z_nb,1.0815449999106395e-15,z_pb,1.7575106248547895e-16,RPV_conc,+N,0,0,NA
z_nb,1.0815449999106395e-15,z_pb,1.7575106248547895e-16,RPV_conc,+P,0,0,NA
z_nb,1.0815449999106395e-15,z_pb,1.7575106248547895e-16,RPV_conc,+N+P,0,0,NA
z_nb,1.0815449999106395e-15,z_pb,1.7575106248547895e-16,PAV_conc,low,500000,512653.19888843514,0.20617981379867978
z_nb,1.0815449999106395e-15,z_pb,1.7575106248547895e-16,PAV_conc,+N,500000,513112.8566003032,0.21357365639358386
z_nb,1.0815449999106395e-15,z_pb,1.7575106248547895e-16,PAV_conc,+P,500000,512653.19888843514,0.20617981379867978
z_nb,1.0815449999106395e-15,z_pb,1.7575106248547895e-16,PAV_conc,+N+P,500000,513112.8566003032,0.21357365639358386
z_nb,1.813570278493421e-15,z_pb,2.9470517025518096e-16,RPV_conc,low,0,0,NA
z_nb,1.813570278493421e-15,z_pb,2.9470517025518096e-16,RPV_conc,+N,0,0,NA
z_nb,1.813570278493421e-15,z_pb,2.9470517025518096e-16,RPV_conc,+P,0,0,NA
z_nb,1.813570278493421e-15,z_pb,2.9470517025518096e-16,RPV_conc,+N+P,0,0,NA
z_nb,1.813570278493421e-15,z_pb,2.9470517025518096e-16,PAV_conc,low,500000,512653.1988827902,0.20617981370783736
z_nb,1.813570278493421e-15,z_pb,2.9470517025518096e-16,PAV_conc,+N,500000,513112.8565956067,0.21357365631807074
z_nb,1.813570278493421e-15,z_pb,2.9470517025518096e-16,PAV_conc,+P,500000,512653.1988827902,0.20617981370783736
z_nb,1.813570278493421e-15,z_pb,2.9470517025518096e-16,PAV_conc,+N+P,500000,513112.8565956067,0.21357365631807074
z_nb,3.041054376199285e-15,z_pb,4.941713361323839e-16,RPV_conc,low,0,0,NA
z_nb,3.041054376199285e-15,z_pb,4.941713361323839e-16,RPV_conc,+N,0,0,NA
z_nb,3.041054376199285e-15,z_pb,4.941713361323839e-16,RPV_conc,+P,0,0,NA
