well,sample,target,task,reporter,quencher,cycle,cycle_mean,cycle_sd,quantity,quantity_mean,quantity_sd,auto_threshold,threshold,auto_baseline,baseline_start,baseline_end,comments,high_sd,no_amp,outlier_rg,exp_fail,q_group
C6,RPV 1e5,RPV,STANDARD,VIC,NFQ-MGB,32.21744537,32.36413193,0.213810191,100000,NA,NA,TRUE,0.023418957,TRUE,3,30,NA,N,Y,N,Y,3
C7,S3P NPP5I1,PAV,UNKNOWN,FAM,NFQ-MGB,34.55189896,34.48590088,0.224820361,10320.45703,10850.2002,1624.344971,TRUE,0.022400421,TRUE,3,33,NA,N,N,N,N,3
C7,S3P NPP5I1,RPV,UNKNOWN,VIC,NFQ-MGB,22.84554291,22.64661407,0.213622868,22652628,25942864,3635349.75,TRUE,0.023418957,TRUE,3,21,NA,N,N,N,N,3
C8,S3P NPP5I1,PAV,UNKNOWN,FAM,NFQ-MGB,34.23546982,34.48590088,0.224820361,12673.28418,10850.2002,1624.344971,TRUE,0.022400421,TRUE,3,32,NA,N,N,N,N,3
C8,S3P NPP5I1,RPV,UNKNOWN,VIC,NFQ-MGB,22.42083549,22.64661407,0.213622868,29845532,25942864,3635349.75,TRUE,0.023418957,TRUE,3,20,NA,N,N,N,N,3
C9,S3P NPP5I1,PAV,UNKNOWN,FAM,NFQ-MGB,34.67033768,34.48590088,0.224820361,9556.859375,10850.2002,1624.344971,TRUE,0.022400421,TRUE,3,33,NA,N,N,N,N,3
C9,S3P NPP5I1,RPV,UNKNOWN,VIC,NFQ-MGB,22.67346191,22.64661407,0.213622868,25330438,25942864,3635349.75,TRUE,0.023418957,TRUE,3,21,NA,N,N,N,N,3
C10,S3R NR1I1,PAV,UNKNOWN,FAM,NFQ-MGB,Undetermined,NA,NA,NA,NA,NA,TRUE,0.022400421,TRUE,3,44,NA,N,Y,N,Y,3
C10,S3R NR1I1,RPV,UNKNOWN,VIC,NFQ-MGB,21.18956184,21.0231266,0.161172614,66386356,74231624,7715899,TRUE,0.023418957,TRUE,3,19,NA,N,Y,N,Y,3
C11,S3R NR1I1,PAV,UNKNOWN,FAM,NFQ-MGB,Undetermined,NA,NA,NA,NA,NA,TRUE,0.022400421,TRUE,3,44,NA,N,Y,N,Y,3
C11,S3R NR1I1,RPV,UNKNOWN,VIC,NFQ-MGB,20.86779022,21.0231266,0.161172614,81811296,74231624,7715899,TRUE,0.023418957,TRUE,3,19,NA,N,Y,N,Y,3
C12,S3R NR1I1,PAV,UNKNOWN,FAM,NFQ-MGB,Undetermined,NA,NA,NA,NA,NA,TRUE,0.022400421,TRUE,3,44,NA,N,Y,N,Y,3
C12,S3R NR1I1,RPV,UNKNOWN,VIC,NFQ-MGB,21.01202965,21.0231266,0.161172614,74497224,74231624,7715899,TRUE,0.023418957,TRUE,3,19,NA,N,Y,N,Y,3
D1,PAV 1e6,PAV,STANDARD,FAM,NFQ-MGB,27.27980042,27.4117527,0.25570789,1000000,NA,NA,TRUE,0.022400421,TRUE,3,25,NA,Y,N,N,N,3
D1,PAV 1e6,RPV,UNKNOWN,VIC,NFQ-MGB,38.61950684,38.98774338,0.520765126,807.4442139,653.9921875,217.0139771,TRUE,0.023418957,TRUE,3,37,NA,Y,N,N,N,3
D2,PAV 1e6,PAV,STANDARD,FAM,NFQ-MGB,27.24897575,27.4117527,0.25570789,1000000,NA,NA,TRUE,0.022400421,TRUE,3,25,NA,Y,N,N,N,3
D2,PAV 1e6,RPV,UNKNOWN,VIC,NFQ-MGB,39.35597992,38.98774338,0.520765126,500.5401001,653.9921875,217.0139771,TRUE,0.023418957,TRUE,3,37,NA,Y,N,N,N,3
D3,PAV 1e6,PAV,STANDARD,FAM,NFQ-MGB,27.70648193,27.4117527,0.25570789,1000000,NA,NA,TRUE,0.022400421,TRUE,3,26,NA,N,Y,N,Y,3
D3,PAV 1e6,RPV,UNKNOWN,VIC,NFQ-MGB,Undetermined,38.98774338,0.520765126,NA,NA,NA,TRUE,0.023418957,TRUE,3,44,NA,N,Y,N,Y,3
D4,RPV 1e6,PAV,UNKNOWN,FAM,NFQ-MGB,Undetermined,39.48483276,NA,NA,NA,NA,TRUE,0.022400421,TRUE,3,44,NA,N,Y,N,Y,3
D4,RPV 1e6,RPV,STANDARD,VIC,NFQ-MGB,27.59992599,27.33661079,0.228752851,1000000,NA,NA,TRUE,0.023418957,TRUE,3,26,NA,N,Y,N,Y,3
D5,RPV 1e6,PAV,UNKNOWN,FAM,NFQ-MGB,Undetermined,39.48483276,NA,NA,NA,NA,TRUE,0.022400421,TRUE,3,44,NA,N,Y,N,Y,3
D5,RPV 1e6,RPV,STANDARD,VIC,NFQ-MGB,27.22303581,27.33661079,0.228752851,1000000,NA,NA,TRUE,0.023418957,TRUE,3,25,NA,N,Y,N,Y,3
D6,RPV 1e6,PAV,UNKNOWN,FAM,NFQ-MGB,39.48483276,39.48483276,NA,420.0281982,420.0281982,NA,TRUE,0.022400421,TRUE,3,38,NA,N,N,N,N,3
D6,RPV 1e6,RPV,STANDARD,VIC,NFQ-MGB,27.18687248,27.33661079,0.228752851,1000000,NA,NA,TRUE,0.023418957,TRUE,3,25,NA,N,N,N,N,3
D7,S3P NP5I1,PAV,UNKNOWN,FAM,NFQ-MGB,35.70859528,35.61048508,0.223771453,4871.547363,5229.331543,785.9411011,TRUE,0.022400421,TRUE,3,34,NA,N,N,N,N,3
D7,S3P NP5I1,RPV,UNKNOWN,VIC,NFQ-MGB,24.26753616,24.44675636,0.32131806,8997859,8121388,1582093,TRUE,0.023418957,TRUE,3,22,NA,N,N,N,N,3
D8,S3P NP5I1,PAV,UNKNOWN,FAM,NFQ-MGB,35.35441971,35.61048508,0.223771453,6130.509277,5229.331543,785.9411011,TRUE,0.022400421,TRUE,3,33,NA,N,N,N,N,3
D8,S3P NP5I1,RPV,UNKNOWN,VIC,NFQ-MGB,24.25502205,24.44675636,0.32131806,9071268,8121388,1582093,TRUE,0.023418957,TRUE,3,22,NA,N,N,N,N,3
D9,S3P NP5I1,PAV,UNKNOWN,FAM,NFQ-MGB,35.76844788,35.61048508,0.223771453,4685.938477,5229.331543,785.9411011,TRUE,0.022400421,TRUE,3,34,NA,N,N,Y,N,3
D9,S3P NP5I1,RPV,UNKNOWN,VIC,NFQ-MGB,24.81771278,24.44675636,0.32131806,6295035.5,8121388,1582093,TRUE,0.023418957,TRUE,3,23,NA,N,N,Y,N,3
D10,S3R NPR1S1,PAV,UNKNOWN,FAM,NFQ-MGB,Undetermined,NA,NA,NA,NA,NA,TRUE,0.022400421,TRUE,3,44,NA,N,Y,N,Y,3
D10,S3R NPR1S1,RPV,UNKNOWN,VIC,NFQ-MGB,25.42783546,25.2304287,0.202774346,4235974.5,4843210.5,639446.8125,TRUE,0.023418957,TRUE,3,24,NA,N,Y,N,Y,3
D11,S3R NPR1S1,PAV,UNKNOWN,FAM,NFQ-MGB,Undetermined,NA,NA,NA,NA,NA,TRUE,0.022400421,TRUE,3,44,NA,N,Y,N,Y,3
D11,S3R NPR1S1,RPV,UNKNOWN,VIC,NFQ-MGB,25.24076462,25.2304287,0.202774346,4783043,4843210.5,639446.8125,TRUE,0.023418957,TRUE,3,23,NA,N,Y,N,Y,3
D12,S3R NPR1S1,PAV,UNKNOWN,FAM,NFQ-MGB,Undetermined,NA,NA,NA,NA,NA,TRUE,0.022400421,TRUE,3,44,NA,N,Y,N,Y,3
D12,S3R NPR1S1,RPV,UNKNOWN,VIC,NFQ-MGB,25.02268219,25.2304287,0.202774346,5510615,4843210.5,639446.8125,TRUE,0.023418957,TRUE,3,23,NA,N,Y,N,Y,3
E1,PAV 1e7,PAV,STANDARD,FAM,NFQ-MGB,23.71691895,23.77039146,0.047801305,10000000,NA,NA,TRUE,0.022400421,TRUE,3,22,NA,N,Y,N,Y,3
E1,PAV 1e7,RPV,UNKNOWN,VIC,NFQ-MGB,Undetermined,39.85412598,NA,NA,NA,NA,TRUE,0.023418957,TRUE,3,44,NA,N,Y,N,Y,3
E2,PAV 1e7,PAV,STANDARD,FAM,NFQ-MGB,23.80897903,23.77039146,0.047801305,10000000,NA,NA,TRUE,0.022400421,TRUE,3,22,NA,N,N,N,N,3
E2,PAV 1e7,RPV,UNKNOWN,VIC,NFQ-MGB,39.85412598,39.85412598,NA,362.2176819,362.2176819,NA,TRUE,0.023418957,TRUE,3,38,NA,N,N,N,N,3
E3,PAV 1e7,PAV,STANDARD,FAM,NFQ-MGB,23.78527832,23.77039146,0.047801305,10000000,NA,NA,TRUE,0.022400421,TRUE,3,22,NA,N,Y,N,Y,3
E3,PAV 1e7,RPV,UNKNOWN,VIC,NFQ-MGB,Undetermined,39.85412598,NA,NA,NA,NA,TRUE,0.023418957,TRUE,3,44,NA,N,Y,N,Y,3
E4,RPV 1e7,PAV,UNKNOWN,FAM,NFQ-MGB,Undetermined,NA,NA,NA,NA,NA,TRUE,0.022400421,TRUE,3,44,NA,N,Y,N,Y,3
E4,RPV 1e7,RPV,STANDARD,VIC,NFQ-MGB,23.67815208,23.62268257,0.13305223,10000000,NA,NA,TRUE,0.023418957,TRUE,3,21,NA,N,Y,N,Y,3
E5,RPV 1e7,PAV,UNKNOWN,FAM,NFQ-MGB,Undetermined,NA,NA,NA,NA,NA,TRUE,0.022400421,TRUE,3,44,NA,N,Y,N,Y,3
E5,RPV 1e7,RPV,STANDARD,VIC,NFQ-MGB,23.47087097,23.62268257,0.13305223,10000000,NA,NA,TRUE,0.023418957,TRUE,3,21,NA,N,Y,N,Y,3
E6,RPV 1e7,PAV,UNKNOWN,FAM,NFQ-MGB,Undetermined,NA,NA,NA,NA,NA,TRUE,0.022400421,TRUE,3,44,NA,N,Y,N,Y,3
E6,RPV 1e7,RPV,STANDARD,VIC,NFQ-MGB,23.71902657,23.62268257,0.13305223,10000000,NA,NA,TRUE,0.023418957,TRUE,3,22,NA,N,Y,N,Y,3
E7,S3P PP5S1,PAV,UNKNOWN,FAM,NFQ-MGB,34.63685226,34.67898941,0.052613217,9766.829102,9507.007813,322.1931763,TRUE,0.022400421,TRUE,3,33,NA,N,N,N,N,3
E7,S3P PP5S1,RPV,UNKNOWN,VIC,NFQ-MGB,36.38526535,36.02125931,0.322877973,3444.553711,4425.012695,877.8147583,TRUE,0.023418957,TRUE,3,34,NA,N,N,N,N,3
E8,S3P PP5S1,PAV,UNKNOWN,FAM,NFQ-MGB,34.73796082,34.67898941,0.052613217,9146.493164,9507.007813,322.1931763,TRUE,0.022400421,TRUE,3,33,NA,N,N,N,N,3
E8,S3P PP5S1,RPV,UNKNOWN,VIC,NFQ-MGB,35.76943588,36.02125931,0.322877973,5137.916504,4425.012695,877.8147583,TRUE,0.023418957,TRUE,3,34,NA,N,N,N,N,3
E9,S3P PP5S1,PAV,UNKNOWN,FAM,NFQ-MGB,34.66216278,34.67898941,0.052613217,9607.700195,9507.007813,322.1931763,TRUE,0.022400421,TRUE,3,33,NA,N,N,N,N,3
E9,S3P PP5S1,RPV,UNKNOWN,VIC,NFQ-MGB,35.90907669,36.02125931,0.322877973,4692.567871,4425.012695,877.8147583,TRUE,0.023418957,TRUE,3,34,NA,N,N,N,N,3
E10,S3R NR1S1,PAV,UNKNOWN,FAM,NFQ-MGB,Undetermined,NA,NA,NA,NA,NA,TRUE,0.022400421,TRUE,3,44,NA,N,Y,N,Y,3
E10,S3R NR1S1,RPV,UNKNOWN,VIC,NFQ-MGB,24.46111679,24.26229286,0.222878456,7935102.5,9092503,1337890,TRUE,0.023418957,TRUE,3,22,NA,N,Y,N,Y,3
E11,S3R NR1S1,PAV,UNKNOWN,FAM,NFQ-MGB,Undetermined,NA,NA,NA,NA,NA,TRUE,0.022400421,TRUE,3,44,NA,N,Y,N,Y,3
E11,S3R NR1S1,RPV,UNKNOWN,VIC,NFQ-MGB,24.02136612,24.26229286,0.222878456,10557357,9092503,1337890,TRUE,0.023418957,TRUE,3,22,NA,N,Y,N,Y,3
E12,S3R NR1S1,PAV,UNKNOWN,FAM,NFQ-MGB,Undetermined,NA,NA,NA,NA,NA,TRUE,0.022400421,TRUE,3,44,NA,N,Y,N,Y,3
E12,S3R NR1S1,RPV,UNKNOWN,VIC,NFQ-MGB,24.30439949,24.26229286,0.222878456,8785052,9092503,1337890,TRUE,0.023418957,TRUE,3,22,NA,N,Y,N,Y,3
F1,S3P PP4I1,PAV,UNKNOWN,FAM,NFQ-MGB,34.54183578,34.76265335,0.403275371,10388.08203,9197.408203,2203.948486,TRUE,0.022400421,TRUE,3,33,NA,N,N,N,N,3
F1,S3P PP4I1,RPV,UNKNOWN,VIC,NFQ-MGB,22.48533821,22.552145,0.127336547,28621380,27467910,2215046.75,TRUE,0.023418957,TRUE,3,21,NA,N,N,N,N,3
F2,S3P PP4I1,PAV,UNKNOWN,FAM,NFQ-MGB,34.51801682,34.76265335,0.403275371,10549.91895,9197.408203,2203.948486,TRUE,0.022400421,TRUE,3,33,NA,N,N,N,N,3
F2,S3P PP4I1,RPV,UNKNOWN,VIC,NFQ-MGB,22.47211456,22.552145,0.127336547,28868182,27467910,2215046.75,TRUE,0.023418957,TRUE,3,20,NA,N,N,N,N,3
F3,S3P PP4I1,PAV,UNKNOWN,FAM,NFQ-MGB,35.22811508,34.76265335,0.403275371,6654.223633,9197.408203,2203.948486,TRUE,0.022400421,TRUE,3,33,NA,N,N,N,N,3
F3,S3P PP4I1,RPV,UNKNOWN,VIC,NFQ-MGB,22.69898224,22.552145,0.127336547,24914166,27467910,2215046.75,TRUE,0.023418957,TRUE,3,20,NA,N,N,N,N,3
F4,S3P NPP4S1,PAV,UNKNOWN,FAM,NFQ-MGB,34.44369507,34.35813522,0.077307999,11071.2793,11713.20801,581.9935913,TRUE,0.022400421,TRUE,3,33,NA,N,N,N,N,3
F4,S3P NPP4S1,RPV,UNKNOWN,VIC,NFQ-MGB,35.71686172,35.38389969,0.403523356,5316.33252,6756.460449,1841.750122,TRUE,0.023418957,TRUE,3,34,NA,N,N,N,N,3
F5,S3P NPP4S1,PAV,UNKNOWN,FAM,NFQ-MGB,34.33740997,34.35813522,0.077307999,11861.94238,11713.20801,581.9935913,TRUE,0.022400421,TRUE,3,32,NA,N,N,N,N,3
F5,S3P NPP4S1,RPV,UNKNOWN,VIC,NFQ-MGB,35.49971008,35.38389969,0.403523356,6121.324707,6756.460449,1841.750122,TRUE,0.023418957,TRUE,3,34,NA,N,N,N,N,3
F6,S3P NPP4S1,PAV,UNKNOWN,FAM,NFQ-MGB,34.29330444,34.35813522,0.077307999,12206.40039,11713.20801,581.9935913,TRUE,0.022400421,TRUE,3,32,NA,N,N,N,N,3
F6,S3P NPP4S1,RPV,UNKNOWN,VIC,NFQ-MGB,34.9351387,35.38389969,0.403523356,8831.724609,6756.460449,1841.750122,TRUE,0.023418957,TRUE,3,33,NA,N,N,N,N,3
F7,S3P LP5S1,PAV,UNKNOWN,FAM,NFQ-MGB,34.3307724,34.4172821,0.253397852,11913.15332,11361.9502,1792.293823,TRUE,0.022400421,TRUE,3,32,NA,N,N,N,N,3
F7,S3P LP5S1,RPV,UNKNOWN,VIC,NFQ-MGB,32.11047363,32.2163887,0.096593626,55278.46875,51672.90234,3272.78418,TRUE,0.023418957,TRUE,3,30,NA,N,N,N,N,3
F8,S3P LP5S1,PAV,UNKNOWN,FAM,NFQ-MGB,34.7026062,34.4172821,0.253397852,9358.792969,11361.9502,1792.293823,TRUE,0.022400421,TRUE,3,33,NA,N,N,N,N,3
F8,S3P LP5S1,RPV,UNKNOWN,VIC,NFQ-MGB,32.23906708,32.2163887,0.096593626,50850.4375,51672.90234,3272.78418,TRUE,0.023418957,TRUE,3,30,NA,N,N,N,N,3
F9,S3P LP5S1,PAV,UNKNOWN,FAM,NFQ-MGB,34.21846771,34.4172821,0.253397852,12813.9043,11361.9502,1792.293823,TRUE,0.022400421,TRUE,3,32,NA,N,N,N,N,3
F9,S3P LP5S1,RPV,UNKNOWN,VIC,NFQ-MGB,32.2996254,32.2163887,0.096593626,48889.79688,51672.90234,3272.78418,TRUE,0.023418957,TRUE,3,30,NA,N,N,N,N,3
F10,S3R LR1S1,PAV,UNKNOWN,FAM,NFQ-MGB,Undetermined,NA,NA,NA,NA,NA,TRUE,0.022400421,TRUE,3,44,NA,N,Y,N,Y,3
F10,S3R LR1S1,RPV,UNKNOWN,VIC,NFQ-MGB,24.76725578,24.78712273,0.202954322,6504684.5,6458304,841082.625,TRUE,0.023418957,TRUE,3,22,NA,N,Y,N,Y,3
F11,S3R LR1S1,PAV,UNKNOWN,FAM,NFQ-MGB,Undetermined,NA,NA,NA,NA,NA,TRUE,0.022400421,TRUE,3,44,NA,N,Y,N,Y,3
F11,S3R LR1S1,RPV,UNKNOWN,VIC,NFQ-MGB,24.99927902,24.78712273,0.202954322,5594991,6458304,841082.625,TRUE,0.023418957,TRUE,3,23,NA,N,Y,N,Y,3
F12,S3R LR1S1,PAV,UNKNOWN,FAM,NFQ-MGB,Undetermined,NA,NA,NA,NA,NA,TRUE,0.022400421,TRUE,3,44,NA,N,Y,N,Y,3
F12,S3R LR1S1,RPV,UNKNOWN,VIC,NFQ-MGB,24.59483147,24.78712273,0.202954322,7275237,6458304,841082.625,TRUE,0.023418957,TRUE,3,23,NA,N,Y,N,Y,3
G1,S3P NP4I1,PAV,UNKNOWN,FAM,NFQ-MGB,33.90821457,34.12347412,0.449725538,15672.23438,13997.59473,3710.852295,TRUE,0.022400421,TRUE,3,32,NA,N,N,N,N,3
G1,S3P NP4I1,RPV,UNKNOWN,VIC,NFQ-MGB,21.81857872,21.87252998,0.271393985,44127172,43042836,7364290,TRUE,0.023418957,TRUE,3,20,NA,N,N,N,N,3
G2,S3P NP4I1,PAV,UNKNOWN,FAM,NFQ-MGB,34.64036942,34.12347412,0.449725538,9744.55957,13997.59473,3710.852295,TRUE,0.022400421,TRUE,3,33,NA,N,N,N,N,3
G2,S3P NP4I1,RPV,UNKNOWN,VIC,NFQ-MGB,22.16684914,21.87252998,0.271393985,35196496,43042836,7364290,TRUE,0.023418957,TRUE,3,20,NA,N,N,N,N,3
G3,S3P NP4I1,PAV,UNKNOWN,FAM,NFQ-MGB,33.82183075,34.12347412,0.449725538,16575.99023,13997.59473,3710.852295,TRUE,0.022400421,TRUE,3,32,NA,N,N,N,N,3
G3,S3P NP4I1,RPV,UNKNOWN,VIC,NFQ-MGB,21.63216591,21.87252998,0.271393985,49804840,43042836,7364290,TRUE,0.023418957,TRUE,3,19,NA,N,N,N,N,3
G4,S3P NPP4I1,PAV,UNKNOWN,FAM,NFQ-MGB,35.17908859,35.21417236,0.08496803,6869.359375,6721.449707,365.2373352,TRUE,0.022400421,TRUE,3,33,NA,N,N,N,N,3
G4,S3P NPP4I1,RPV,UNKNOWN,VIC,NFQ-MGB,22.88788414,22.82866859,0.070768118,22038348,22918390,1061861.75,TRUE,0.023418957,TRUE,3,21,NA,N,N,N,N,3
G5,S3P NPP4I1,PAV,UNKNOWN,FAM,NFQ-MGB,35.15236664,35.21417236,0.08496803,6989.533691,6721.449707,365.2373352,TRUE,0.022400421,TRUE,3,33,NA,N,N,N,N,3
G5,S3P NPP4I1,RPV,UNKNOWN,VIC,NFQ-MGB,22.84782982,22.82866859,0.070768118,22619018,22918390,1061861.75,TRUE,0.023418957,TRUE,3,21,NA,N,N,N,N,3
G6,S3P NPP4I1,PAV,UNKNOWN,FAM,NFQ-MGB,35.31106567,35.21417236,0.08496803,6305.456543,6721.449707,365.2373352,TRUE,0.022400421,TRUE,3,33,NA,N,N,N,N,3
G6,S3P NPP4I1,RPV,UNKNOWN,VIC,NFQ-MGB,22.75029373,22.82866859,0.070768118,24097798,22918390,1061861.75,TRUE,0.023418957,TRUE,3,21,NA,N,N,N,N,3
G7,S3P NP5S1,PAV,UNKNOWN,FAM,NFQ-MGB,34.83973694,34.78033447,0.165375873,8561.848633,8933.151367,981.1565552,TRUE,0.022400421,TRUE,3,33,NA,N,N,N,N,3
G7,S3P NP5S1,RPV,UNKNOWN,VIC,NFQ-MGB,34.06783295,34.22935486,0.452383697,15510.00391,14351.81348,3881.97876,TRUE,0.023418957,TRUE,3,32,NA,N,N,N,N,3
G8,S3P NP5S1,PAV,UNKNOWN,FAM,NFQ-MGB,34.9078064,34.78033447,0.165375873,8191.833984,8933.151367,981.1565552,TRUE,0.022400421,TRUE,3,33,NA,N,N,N,N,3
G8,S3P NP5S1,RPV,UNKNOWN,VIC,NFQ-MGB,34.74032974,34.22935486,0.452383697,10022.55762,14351.81348,3881.97876,TRUE,0.023418957,TRUE,3,33,NA,N,N,N,N,3
G9,S3P NP5S1,PAV,UNKNOWN,FAM,NFQ-MGB,34.5934639,34.78033447,0.165375873,10045.76953,8933.151367,981.1565552,TRUE,0.022400421,TRUE,3,33,NA,N,N,N,N,3
G9,S3P NP5S1,RPV,UNKNOWN,VIC,NFQ-MGB,33.87990189,34.22935486,0.452383697,17522.87891,14351.81348,3881.97876,TRUE,0.023418957,TRUE,3,32,NA,N,N,N,N,3
G10,S3R PR1S1,PAV,UNKNOWN,FAM,NFQ-MGB,Undetermined,NA,NA,NA,NA,NA,TRUE,0.022400421,TRUE,3,44,NA,N,Y,N,Y,3
G10,S3R PR1S1,RPV,UNKNOWN,VIC,NFQ-MGB,20.87794304,20.85435486,0.285926938,81273760,83486160,15605896,TRUE,0.023418957,TRUE,3,19,NA,N,Y,N,Y,3
G11,S3R PR1S1,PAV,UNKNOWN,FAM,NFQ-MGB,Undetermined,NA,NA,NA,NA,NA,TRUE,0.022400421,TRUE,3,44,NA,N,Y,N,Y,3
G11,S3R PR1S1,RPV,UNKNOWN,VIC,NFQ-MGB,20.55736542,20.85435486,0.285926938,100080192,83486160,15605896,TRUE,0.023418957,TRUE,3,19,NA,N,Y,N,Y,3
G12,S3R PR1S1,PAV,UNKNOWN,FAM,NFQ-MGB,Undetermined,NA,NA,NA,NA,NA,TRUE,0.022400421,TRUE,3,44,NA,N,Y,N,Y,3
G12,S3R PR1S1,RPV,UNKNOWN,VIC,NFQ-MGB,21.12775803,20.85435486,0.285926938,69104528,83486160,15605896,TRUE,0.023418957,TRUE,3,19,NA,N,Y,N,Y,3
H1,S3P NP4S1,PAV,UNKNOWN,FAM,NFQ-MGB,34.31921768,34.36675644,0.09233892,12002.82813,11651.93262,686.0234985,TRUE,0.022400421,TRUE,3,32,NA,N,N,Y,N,3
H1,S3P NP4S1,RPV,UNKNOWN,VIC,NFQ-MGB,33.63558197,33.27087784,0.31587714,20535.24023,26373.72461,5057.021484,TRUE,0.023418957,TRUE,3,32,NA,N,N,Y,N,3
H2,S3P NP4S1,PAV,UNKNOWN,FAM,NFQ-MGB,34.47317886,34.36675644,0.09233892,10861.43848,11651.93262,686.0234985,TRUE,0.022400421,TRUE,3,33,NA,N,N,N,N,3
H2,S3P NP4S1,RPV,UNKNOWN,VIC,NFQ-MGB,33.09309006,33.27087784,0.31587714,29206.11914,26373.72461,5057.021484,TRUE,0.023418957,TRUE,3,31,NA,N,N,N,N,3
H3,S3P NP4S1,PAV,UNKNOWN,FAM,NFQ-MGB,34.30787277,34.36675644,0.09233892,12091.53223,11651.93262,686.0234985,TRUE,0.022400421,TRUE,3,32,NA,N,N,N,N,3
H3,S3P NP4S1,RPV,UNKNOWN,VIC,NFQ-MGB,33.08395767,33.27087784,0.31587714,29379.81445,26373.72461,5057.021484,TRUE,0.023418957,TRUE,3,31,NA,N,N,N,N,3
H4,S3P NPP4S2,PAV,UNKNOWN,FAM,NFQ-MGB,35.22783661,34.68484879,0.473691732,6655.42627,9751.263672,2713.523438,TRUE,0.022400421,TRUE,3,33,NA,Y,N,Y,N,3
H4,S3P NPP4S2,RPV,UNKNOWN,VIC,NFQ-MGB,35.36066437,34.66101456,0.605924547,6699.680664,11061.97363,3777.97583,TRUE,0.023418957,TRUE,3,33,NA,Y,N,Y,N,3
H5,S3P NPP4S2,PAV,UNKNOWN,FAM,NFQ-MGB,34.35627747,34.68484879,0.473691732,11717.5752,9751.263672,2713.523438,TRUE,0.022400421,TRUE,3,33,NA,Y,N,N,N,3
H5,S3P NPP4S2,RPV,UNKNOWN,VIC,NFQ-MGB,34.30770111,34.66101456,0.605924547,13273.11719,11061.97363,3777.97583,TRUE,0.023418957,TRUE,3,32,NA,Y,N,N,N,3
H6,S3P NPP4S2,PAV,UNKNOWN,FAM,NFQ-MGB,34.4704361,34.68484879,0.473691732,10880.79004,9751.263672,2713.523438,TRUE,0.022400421,TRUE,3,33,NA,Y,N,N,N,3
H6,S3P NPP4S2,RPV,UNKNOWN,VIC,NFQ-MGB,34.31467819,34.66101456,0.605924547,13213.12402,11061.97363,3777.97583,TRUE,0.023418957,TRUE,3,32,NA,Y,N,N,N,3
H7,S3P LP5I1,PAV,UNKNOWN,FAM,NFQ-MGB,34.93677521,34.96783829,0.159676626,8039.255859,7906.76709,806.3537598,TRUE,0.022400421,TRUE,3,33,NA,N,N,N,N,3
H7,S3P LP5I1,RPV,UNKNOWN,VIC,NFQ-MGB,21.53191185,21.45298767,0.191433236,53154692,56244276,7195482.5,TRUE,0.023418957,TRUE,3,20,NA,N,N,N,N,3
H8,S3P LP5I1,PAV,UNKNOWN,FAM,NFQ-MGB,34.82597351,34.96783829,0.159676626,8638.670898,7906.76709,806.3537598,TRUE,0.022400421,TRUE,3,33,NA,N,N,N,N,3
H8,S3P LP5I1,RPV,UNKNOWN,VIC,NFQ-MGB,21.23470879,21.45298767,0.191433236,64468580,56244276,7195482.5,TRUE,0.023418957,TRUE,3,19,NA,N,N,N,N,3
H9,S3P LP5I1,PAV,UNKNOWN,FAM,NFQ-MGB,35.14076233,34.96783829,0.159676626,7042.373535,7906.76709,806.3537598,TRUE,0.022400421,TRUE,3,33,NA,N,N,N,N,3
H9,S3P LP5I1,RPV,UNKNOWN,VIC,NFQ-MGB,21.59233856,21.45298767,0.191433236,51109568,56244276,7195482.5,TRUE,0.023418957,TRUE,3,20,NA,N,N,N,N,3
H10,S3R PR1I1,PAV,UNKNOWN,FAM,NFQ-MGB,Undetermined,NA,NA,NA,NA,NA,TRUE,0.022400421,TRUE,3,44,NA,N,Y,N,Y,3
H10,S3R PR1I1,RPV,UNKNOWN,VIC,NFQ-MGB,24.39006233,24.60584068,0.494319648,8309765.5,7459404.5,2160141,TRUE,0.023418957,TRUE,3,23,NA,N,Y,N,Y,3
H11,S3R PR1I1,PAV,UNKNOWN,FAM,NFQ-MGB,Undetermined,NA,NA,NA,NA,NA,TRUE,0.022400421,TRUE,3,44,NA,N,Y,N,Y,3
H11,S3R PR1I1,RPV,UNKNOWN,VIC,NFQ-MGB,24.25609398,24.60584068,0.494319648,9064956,7459404.5,2160141,TRUE,0.023418957,TRUE,3,22,NA,N,Y,N,Y,3
H12,S3R PR1I1,PAV,UNKNOWN,FAM,NFQ-MGB,Undetermined,NA,NA,NA,NA,NA,TRUE,0.022400421,TRUE,3,44,NA,N,Y,N,Y,3
H12,S3R PR1I1,RPV,UNKNOWN,VIC,NFQ-MGB,25.17136765,24.60584068,0.494319648,5003491.5,7459404.5,2160141,TRUE,0.023418957,TRUE,3,23,NA,N,Y,N,Y,3
A1,PAV 1e3,PAV,STANDARD,FAM,NFQ-MGB,38.26243591,36.76784134,1.386095405,1000,NA,NA,TRUE,0.018804564,TRUE,3,37,NA,Y,N,N,N,4
A1,PAV 1e3,RPV,UNKNOWN,VIC,NFQ-MGB,36.67293167,36.55549622,1.1466434,6321.317871,7985.243652,5502.677734,TRUE,0.033352519,TRUE,3,34,NA,Y,N,N,N,4
A2,PAV 1e3,PAV,STANDARD,FAM,NFQ-MGB,35.5246582,36.76784134,1.386095405,1000,NA,NA,TRUE,0.018804564,TRUE,3,34,NA,Y,N,N,N,4
