well,sample,target,task,reporter,quencher,cycle,cycle_mean,cycle_sd,quantity,quantity_mean,quantity_sd,auto_threshold,threshold,auto_baseline,baseline_start,baseline_end,comments,high_sd,no_amp,outlier_rg,exp_fail,q_group
D10,S1 LP5S3,RPV,UNKNOWN,VIC,NFQ-MGB,33.7583847,33.85568619,0.096153654,13333.90039,12571.51563,746.4866943,TRUE,0.024169817,TRUE,3,31,NA,N,N,N,N,19
D11,S1 LP5S3,PAV,UNKNOWN,FAM,NFQ-MGB,35.74705124,35.78771591,0.389017969,4462.256348,4439.867676,1124.427002,TRUE,0.015242255,TRUE,3,34,NA,N,N,N,N,19
D11,S1 LP5S3,RPV,UNKNOWN,VIC,NFQ-MGB,33.95064926,33.85568619,0.096153654,11842.01367,12571.51563,746.4866943,TRUE,0.024169817,TRUE,3,32,NA,N,N,N,N,19
D12,S1 LP5S3,PAV,UNKNOWN,FAM,NFQ-MGB,35.42062759,35.78771591,0.389017969,5552.932617,4439.867676,1124.427002,TRUE,0.015242255,TRUE,3,34,NA,N,N,N,N,19
D12,S1 LP5S3,RPV,UNKNOWN,VIC,NFQ-MGB,33.85802841,33.85568619,0.096153654,12538.63379,12571.51563,746.4866943,TRUE,0.024169817,TRUE,3,32,NA,N,N,N,N,19
E1,PAV 1e7,PAV,STANDARD,FAM,NFQ-MGB,24.05540276,24.00169563,0.097469896,10000000,NA,NA,TRUE,0.015242255,TRUE,3,23,NA,N,Y,N,Y,19
E1,PAV 1e7,RPV,UNKNOWN,VIC,NFQ-MGB,Undetermined,NA,NA,NA,NA,NA,TRUE,0.024169817,TRUE,3,44,NA,N,Y,N,Y,19
E2,PAV 1e7,PAV,STANDARD,FAM,NFQ-MGB,23.88918686,24.00169563,0.097469896,10000000,NA,NA,TRUE,0.015242255,TRUE,3,22,NA,N,Y,N,Y,19
E2,PAV 1e7,RPV,UNKNOWN,VIC,NFQ-MGB,Undetermined,NA,NA,NA,NA,NA,TRUE,0.024169817,TRUE,3,44,NA,N,Y,N,Y,19
E3,PAV 1e7,PAV,STANDARD,FAM,NFQ-MGB,24.0605011,24.00169563,0.097469896,10000000,NA,NA,TRUE,0.015242255,TRUE,3,23,NA,N,Y,N,Y,19
E3,PAV 1e7,RPV,UNKNOWN,VIC,NFQ-MGB,Undetermined,NA,NA,NA,NA,NA,TRUE,0.024169817,TRUE,3,44,NA,N,Y,N,Y,19
E4,RPV 1e7,PAV,UNKNOWN,FAM,NFQ-MGB,Undetermined,NA,NA,NA,NA,NA,TRUE,0.015242255,TRUE,3,44,NA,N,Y,N,Y,19
E4,RPV 1e7,RPV,STANDARD,VIC,NFQ-MGB,23.0968647,23.10180092,0.086902976,10000000,NA,NA,TRUE,0.024169817,TRUE,3,21,NA,N,Y,N,Y,19
E5,RPV 1e7,PAV,UNKNOWN,FAM,NFQ-MGB,Undetermined,NA,NA,NA,NA,NA,TRUE,0.015242255,TRUE,3,44,NA,N,Y,N,Y,19
E5,RPV 1e7,RPV,STANDARD,VIC,NFQ-MGB,23.19106865,23.10180092,0.086902976,10000000,NA,NA,TRUE,0.024169817,TRUE,3,21,NA,N,Y,N,Y,19
E6,RPV 1e7,PAV,UNKNOWN,FAM,NFQ-MGB,Undetermined,NA,NA,NA,NA,NA,TRUE,0.015242255,TRUE,3,44,NA,N,Y,N,Y,19
E6,RPV 1e7,RPV,STANDARD,VIC,NFQ-MGB,23.01747322,23.10180092,0.086902976,10000000,NA,NA,TRUE,0.024169817,TRUE,3,21,NA,N,Y,N,Y,19
E7,S2 PP5I1,PAV,UNKNOWN,FAM,NFQ-MGB,35.14273071,34.62204361,0.468131751,6689.169434,9781.491211,2842.18457,TRUE,0.015242255,TRUE,3,34,NA,Y,N,N,N,19
E7,S2 PP5I1,RPV,UNKNOWN,VIC,NFQ-MGB,25.7874279,25.13960457,0.583412886,1825451,2836111.75,935040.1875,TRUE,0.024169817,TRUE,3,24,NA,Y,N,N,N,19
E8,S2 PP5I1,PAV,UNKNOWN,FAM,NFQ-MGB,34.2359581,34.62204361,0.468131751,12279.58301,9781.491211,2842.18457,TRUE,0.015242255,TRUE,3,33,NA,Y,N,N,N,19
E8,S2 PP5I1,RPV,UNKNOWN,VIC,NFQ-MGB,24.65564728,25.13960457,0.583412886,3670416,2836111.75,935040.1875,TRUE,0.024169817,TRUE,3,23,NA,Y,N,N,N,19
E9,S2 PP5I1,PAV,UNKNOWN,FAM,NFQ-MGB,34.48744202,34.62204361,0.468131751,10375.7207,9781.491211,2842.18457,TRUE,0.015242255,TRUE,3,33,NA,Y,N,N,N,19
E9,S2 PP5I1,RPV,UNKNOWN,VIC,NFQ-MGB,24.97574043,25.13960457,0.583412886,3012468,2836111.75,935040.1875,TRUE,0.024169817,TRUE,3,22,NA,Y,N,N,N,19
E10,S2 LR1S1,PAV,UNKNOWN,FAM,NFQ-MGB,Undetermined,NA,NA,NA,NA,NA,TRUE,0.015242255,TRUE,3,44,NA,N,Y,N,Y,19
E10,S2 LR1S1,RPV,UNKNOWN,VIC,NFQ-MGB,22.49597359,22.04174042,0.415989518,13917495,18816678,4597763,TRUE,0.024169817,TRUE,3,20,NA,N,Y,N,Y,19
E11,S2 LR1S1,PAV,UNKNOWN,FAM,NFQ-MGB,Undetermined,NA,NA,NA,NA,NA,TRUE,0.015242255,TRUE,3,44,NA,N,Y,N,Y,19
E11,S2 LR1S1,RPV,UNKNOWN,VIC,NFQ-MGB,21.94990921,22.04174042,0.415989518,19494846,18816678,4597763,TRUE,0.024169817,TRUE,3,20,NA,N,Y,N,Y,19
E12,S2 LR1S1,PAV,UNKNOWN,FAM,NFQ-MGB,Undetermined,NA,NA,NA,NA,NA,TRUE,0.015242255,TRUE,3,44,NA,N,Y,N,Y,19
E12,S2 LR1S1,RPV,UNKNOWN,VIC,NFQ-MGB,21.67934036,22.04174042,0.415989518,23037690,18816678,4597763,TRUE,0.024169817,TRUE,3,20,NA,N,Y,N,Y,19
F1,NTC,PAV,NTC,FAM,NFQ-MGB,Undetermined,NA,NA,NA,NA,NA,TRUE,0.015242255,TRUE,3,44,NA,N,N,N,N,19
F1,NTC,RPV,NTC,VIC,NFQ-MGB,Undetermined,NA,NA,NA,NA,NA,TRUE,0.024169817,TRUE,3,44,NA,N,N,N,N,19
F2,NTC,PAV,NTC,FAM,NFQ-MGB,Undetermined,NA,NA,NA,NA,NA,TRUE,0.015242255,TRUE,3,44,NA,N,N,N,N,19
F2,NTC,RPV,NTC,VIC,NFQ-MGB,Undetermined,NA,NA,NA,NA,NA,TRUE,0.024169817,TRUE,3,44,NA,N,N,N,N,19
F3,NTC,PAV,NTC,FAM,NFQ-MGB,Undetermined,NA,NA,NA,NA,NA,TRUE,0.015242255,TRUE,3,44,NA,N,N,N,N,19
F3,NTC,RPV,NTC,VIC,NFQ-MGB,Undetermined,NA,NA,NA,NA,NA,TRUE,0.024169817,TRUE,3,44,NA,N,N,N,N,19
F4,RPV 1e8,PAV,UNKNOWN,FAM,NFQ-MGB,Undetermined,NA,NA,NA,NA,NA,TRUE,0.015242255,TRUE,3,44,NA,N,Y,N,Y,19
F4,RPV 1e8,RPV,STANDARD,VIC,NFQ-MGB,19.42107201,19.36203003,0.163946986,100000000,NA,NA,TRUE,0.024169817,TRUE,3,17,NA,N,Y,N,Y,19
F5,RPV 1e8,PAV,UNKNOWN,FAM,NFQ-MGB,Undetermined,NA,NA,NA,NA,NA,TRUE,0.015242255,TRUE,3,44,NA,N,Y,N,Y,19
F5,RPV 1e8,RPV,STANDARD,VIC,NFQ-MGB,19.17673874,19.36203003,0.163946986,100000000,NA,NA,TRUE,0.024169817,TRUE,3,17,NA,N,Y,N,Y,19
F6,RPV 1e8,PAV,UNKNOWN,FAM,NFQ-MGB,Undetermined,NA,NA,NA,NA,NA,TRUE,0.015242255,TRUE,3,44,NA,N,Y,N,Y,19
F6,RPV 1e8,RPV,STANDARD,VIC,NFQ-MGB,19.48827744,19.36203003,0.163946986,100000000,NA,NA,TRUE,0.024169817,TRUE,3,18,NA,N,Y,N,Y,19
F7,S2 NR5S2,PAV,UNKNOWN,FAM,NFQ-MGB,Undetermined,NA,NA,NA,NA,NA,TRUE,0.015242255,TRUE,3,44,NA,N,Y,N,Y,19
F7,S2 NR5S2,RPV,UNKNOWN,VIC,NFQ-MGB,25.44616127,25.53518867,0.089498356,2253398.75,2135097.75,117833.875,TRUE,0.024169817,TRUE,3,24,NA,N,Y,N,Y,19
F8,S2 NR5S2,PAV,UNKNOWN,FAM,NFQ-MGB,Undetermined,NA,NA,NA,NA,NA,TRUE,0.015242255,TRUE,3,44,NA,N,Y,N,Y,19
F8,S2 NR5S2,RPV,UNKNOWN,VIC,NFQ-MGB,25.62515068,25.53518867,0.089498356,2017736.625,2135097.75,117833.875,TRUE,0.024169817,TRUE,3,23,NA,N,Y,N,Y,19
F9,S2 NR5S2,PAV,UNKNOWN,FAM,NFQ-MGB,Undetermined,NA,NA,NA,NA,NA,TRUE,0.015242255,TRUE,3,44,NA,N,Y,N,Y,19
F9,S2 NR5S2,RPV,UNKNOWN,VIC,NFQ-MGB,25.53425598,25.53518867,0.089498356,2134157.5,2135097.75,117833.875,TRUE,0.024169817,TRUE,3,23,NA,N,Y,N,Y,19
F10,S2 LP1S1,PAV,UNKNOWN,FAM,NFQ-MGB,35.10588837,35.23030472,0.38229683,6856.316895,6441.525391,1544.105347,TRUE,0.015242255,TRUE,3,34,NA,N,N,N,N,19
F10,S2 LP1S1,RPV,UNKNOWN,VIC,NFQ-MGB,33.27774429,33.3945961,0.270333946,17938.27539,16840.82227,2675.085449,TRUE,0.024169817,TRUE,3,31,NA,N,N,N,N,19
F11,S2 LP1S1,PAV,UNKNOWN,FAM,NFQ-MGB,35.6593132,35.23030472,0.38229683,4732.390137,6441.525391,1544.105347,TRUE,0.015242255,TRUE,3,34,NA,N,N,N,N,19
F11,S2 LP1S1,RPV,UNKNOWN,VIC,NFQ-MGB,33.70370483,33.3945961,0.270333946,13791.53906,16840.82227,2675.085449,TRUE,0.024169817,TRUE,3,32,NA,N,N,N,N,19
F12,S2 LP1S1,PAV,UNKNOWN,FAM,NFQ-MGB,34.9257164,35.23030472,0.38229683,7735.869629,6441.525391,1544.105347,TRUE,0.015242255,TRUE,3,34,NA,N,N,N,N,19
F12,S2 LP1S1,RPV,UNKNOWN,VIC,NFQ-MGB,33.20235062,33.3945961,0.270333946,18792.65039,16840.82227,2675.085449,TRUE,0.024169817,TRUE,3,31,NA,N,N,N,N,19
G1,S2 LR5S1,PAV,UNKNOWN,FAM,NFQ-MGB,Undetermined,NA,NA,NA,NA,NA,TRUE,0.015242255,TRUE,3,44,NA,N,Y,N,Y,19
G1,S2 LR5S1,RPV,UNKNOWN,VIC,NFQ-MGB,22.4286232,22.26131248,0.260140002,14508171,16228980,2711485.25,TRUE,0.024169817,TRUE,3,20,NA,N,Y,N,Y,19
G2,S2 LR5S1,PAV,UNKNOWN,FAM,NFQ-MGB,Undetermined,NA,NA,NA,NA,NA,TRUE,0.015242255,TRUE,3,44,NA,N,Y,N,Y,19
G2,S2 LR5S1,RPV,UNKNOWN,VIC,NFQ-MGB,22.39371109,22.26131248,0.260140002,14824155,16228980,2711485.25,TRUE,0.024169817,TRUE,3,20,NA,N,Y,N,Y,19
G3,S2 LR5S1,PAV,UNKNOWN,FAM,NFQ-MGB,Undetermined,NA,NA,NA,NA,NA,TRUE,0.015242255,TRUE,3,44,NA,N,Y,N,Y,19
G3,S2 LR5S1,RPV,UNKNOWN,VIC,NFQ-MGB,21.96160698,22.26131248,0.260140002,19354614,16228980,2711485.25,TRUE,0.024169817,TRUE,3,20,NA,N,Y,N,Y,19
G4,S2 PR5I2,PAV,UNKNOWN,FAM,NFQ-MGB,36.60414886,36.93061447,0.37247324,2513.016113,2060.423828,490.7757874,TRUE,0.015242255,TRUE,3,35,NA,N,N,N,N,19
G4,S2 PR5I2,RPV,UNKNOWN,VIC,NFQ-MGB,23.02111816,22.89657021,0.227051124,10064898,10942216,1589567,TRUE,0.024169817,TRUE,3,21,NA,N,N,N,N,19
G5,S2 PR5I2,PAV,UNKNOWN,FAM,NFQ-MGB,37.33633804,36.93061447,0.37247324,1538.778687,2060.423828,490.7757874,TRUE,0.015242255,TRUE,3,36,NA,N,N,N,N,19
G5,S2 PR5I2,RPV,UNKNOWN,VIC,NFQ-MGB,23.03409004,22.89657021,0.227051124,9984645,10942216,1589567,TRUE,0.024169817,TRUE,3,21,NA,N,N,N,N,19
G6,S2 PR5I2,PAV,UNKNOWN,FAM,NFQ-MGB,36.85136032,36.93061447,0.37247324,2129.476807,2060.423828,490.7757874,TRUE,0.015242255,TRUE,3,35,NA,N,N,N,N,19
G6,S2 PR5I2,RPV,UNKNOWN,VIC,NFQ-MGB,22.6345005,22.89657021,0.227051124,12777105,10942216,1589567,TRUE,0.024169817,TRUE,3,20,NA,N,N,N,N,19
G7,S2 LP5S2,PAV,UNKNOWN,FAM,NFQ-MGB,35.43461227,35.75146103,0.400872111,5501.153809,4552.415527,1138.65625,TRUE,0.015242255,TRUE,3,34,NA,N,N,N,N,19
G7,S2 LP5S2,RPV,UNKNOWN,VIC,NFQ-MGB,35.6037178,35.09124756,0.462276906,4269.356445,6011.76416,1605.501343,TRUE,0.024169817,TRUE,3,34,NA,N,N,N,N,19
G8,S2 LP5S2,PAV,UNKNOWN,FAM,NFQ-MGB,35.61763763,35.75146103,0.400872111,4866.373047,4552.415527,1138.65625,TRUE,0.015242255,TRUE,3,34,NA,N,N,N,N,19
G8,S2 LP5S2,RPV,UNKNOWN,VIC,NFQ-MGB,34.96437073,35.09124756,0.462276906,6334.658691,6011.76416,1605.501343,TRUE,0.024169817,TRUE,3,33,NA,N,N,N,N,19
G9,S2 LP5S2,PAV,UNKNOWN,FAM,NFQ-MGB,36.20212173,35.75146103,0.400872111,3289.718994,4552.415527,1138.65625,TRUE,0.015242255,TRUE,3,35,NA,N,N,N,N,19
G9,S2 LP5S2,RPV,UNKNOWN,VIC,NFQ-MGB,34.70566177,35.09124756,0.462276906,7431.279297,6011.76416,1605.501343,TRUE,0.024169817,TRUE,3,33,NA,N,N,N,N,19
G10,S2 LP4I1,PAV,UNKNOWN,FAM,NFQ-MGB,36.38592911,35.79798889,0.523694336,2908.592773,4482.141113,1429.366089,TRUE,0.015242255,TRUE,3,34,NA,Y,N,N,N,19
G10,S2 LP4I1,RPV,UNKNOWN,VIC,NFQ-MGB,24.83098984,24.62317848,0.310363233,3293966.25,3792261.75,759995.3125,TRUE,0.024169817,TRUE,3,23,NA,Y,N,N,N,19
G11,S2 LP4I1,PAV,UNKNOWN,FAM,NFQ-MGB,35.62649536,35.79798889,0.523694336,4837.58252,4482.141113,1429.366089,TRUE,0.015242255,TRUE,3,34,NA,Y,N,N,N,19
G11,S2 LP4I1,RPV,UNKNOWN,VIC,NFQ-MGB,24.26641846,24.62317848,0.310363233,4667004.5,3792261.75,759995.3125,TRUE,0.024169817,TRUE,3,22,NA,Y,N,N,N,19
G12,S2 LP4I1,PAV,UNKNOWN,FAM,NFQ-MGB,35.38154221,35.79798889,0.523694336,5700.24707,4482.141113,1429.366089,TRUE,0.015242255,TRUE,3,34,NA,Y,N,N,N,19
G12,S2 LP4I1,RPV,UNKNOWN,VIC,NFQ-MGB,24.77213287,24.62317848,0.310363233,3415814.5,3792261.75,759995.3125,TRUE,0.024169817,TRUE,3,23,NA,Y,N,N,N,19
H1,S2 LP5I1,PAV,UNKNOWN,FAM,NFQ-MGB,34.77582169,34.32540512,0.409222782,8553.003906,11847.65234,3063.687256,TRUE,0.015242255,TRUE,3,33,NA,Y,N,N,N,19
H1,S2 LP5I1,RPV,UNKNOWN,VIC,NFQ-MGB,23.73348045,23.11186028,0.551955163,6484533.5,9869276,3057016.5,TRUE,0.024169817,TRUE,3,21,NA,Y,N,N,N,19
H2,S2 LP5I1,PAV,UNKNOWN,FAM,NFQ-MGB,33.97647858,34.32540512,0.409222782,14610.83887,11847.65234,3063.687256,TRUE,0.015242255,TRUE,3,33,NA,Y,N,N,N,19
H2,S2 LP5I1,RPV,UNKNOWN,VIC,NFQ-MGB,22.67920685,23.11186028,0.551955163,12429397,9869276,3057016.5,TRUE,0.024169817,TRUE,3,20,NA,Y,N,N,N,19
H3,S2 LP5I1,PAV,UNKNOWN,FAM,NFQ-MGB,34.22390747,34.32540512,0.409222782,12379.11328,11847.65234,3063.687256,TRUE,0.015242255,TRUE,3,33,NA,Y,N,N,N,19
H3,S2 LP5I1,RPV,UNKNOWN,VIC,NFQ-MGB,22.92289352,23.11186028,0.551955163,10693897,9869276,3057016.5,TRUE,0.024169817,TRUE,3,21,NA,Y,N,N,N,19
H4,S2 PR5S2,PAV,UNKNOWN,FAM,NFQ-MGB,Undetermined,NA,NA,NA,NA,NA,TRUE,0.015242255,TRUE,3,44,NA,N,Y,N,Y,19
H4,S2 PR5S2,RPV,UNKNOWN,VIC,NFQ-MGB,21.87317848,21.95475006,0.140789762,20440218,19484800,1648543.375,TRUE,0.024169817,TRUE,3,20,NA,N,Y,N,Y,19
H5,S2 PR5S2,PAV,UNKNOWN,FAM,NFQ-MGB,Undetermined,NA,NA,NA,NA,NA,TRUE,0.015242255,TRUE,3,44,NA,N,Y,N,Y,19
H5,S2 PR5S2,RPV,UNKNOWN,VIC,NFQ-MGB,22.11732101,21.95475006,0.140789762,17581232,19484800,1648543.375,TRUE,0.024169817,TRUE,3,20,NA,N,Y,N,Y,19
H6,S2 PR5S2,PAV,UNKNOWN,FAM,NFQ-MGB,Undetermined,NA,NA,NA,NA,NA,TRUE,0.015242255,TRUE,3,44,NA,N,Y,N,Y,19
H6,S2 PR5S2,RPV,UNKNOWN,VIC,NFQ-MGB,21.8737545,21.95475006,0.140789762,20432954,19484800,1648543.375,TRUE,0.024169817,TRUE,3,20,NA,N,Y,N,Y,19
H7,S2 NPP5S1,PAV,UNKNOWN,FAM,NFQ-MGB,35.55153275,35.44974899,0.748244643,5086.717285,5926.944824,3011.134521,TRUE,0.015242255,TRUE,3,34,NA,Y,N,N,N,19
H7,S2 NPP5S1,RPV,UNKNOWN,VIC,NFQ-MGB,36.35162354,36.03740311,0.28814739,2690.94751,3300.699951,568.5134277,TRUE,0.024169817,TRUE,3,34,NA,Y,N,N,N,19
H8,S2 NPP5S1,PAV,UNKNOWN,FAM,NFQ-MGB,34.65582275,35.44974899,0.748244643,9268.949219,5926.944824,3011.134521,TRUE,0.015242255,TRUE,3,33,NA,Y,N,N,N,19
H8,S2 NPP5S1,RPV,UNKNOWN,VIC,NFQ-MGB,35.78553772,36.03740311,0.28814739,3816.191895,3300.699951,568.5134277,TRUE,0.024169817,TRUE,3,33,NA,Y,N,N,N,19
H9,S2 NPP5S1,PAV,UNKNOWN,FAM,NFQ-MGB,36.14189148,35.44974899,0.748244643,3425.167969,5926.944824,3011.134521,TRUE,0.015242255,TRUE,3,35,NA,Y,N,N,N,19
H9,S2 NPP5S1,RPV,UNKNOWN,VIC,NFQ-MGB,35.97505569,36.03740311,0.28814739,3394.960449,3300.699951,568.5134277,TRUE,0.024169817,TRUE,3,34,NA,Y,N,N,N,19
H10,S2 LP4I2,PAV,UNKNOWN,FAM,NFQ-MGB,34.91082764,35.44971466,0.86995101,7813.413086,6009.449219,2803.033936,TRUE,0.015242255,TRUE,3,33,NA,Y,N,N,N,19
H10,S2 LP4I2,RPV,UNKNOWN,VIC,NFQ-MGB,27.6403904,27.58316994,0.185231745,581742.125,605322.5625,70713.64844,TRUE,0.024169817,TRUE,3,26,NA,Y,N,N,N,19
H11,S2 LP4I2,PAV,UNKNOWN,FAM,NFQ-MGB,34.98498154,35.44971466,0.86995101,7434.758301,6009.449219,2803.033936,TRUE,0.015242255,TRUE,3,33,NA,Y,N,N,N,19
H11,S2 LP4I2,RPV,UNKNOWN,VIC,NFQ-MGB,27.37607956,27.58316994,0.185231745,684813.5625,605322.5625,70713.64844,TRUE,0.024169817,TRUE,3,25,NA,Y,N,N,N,19
H12,S2 LP4I2,PAV,UNKNOWN,FAM,NFQ-MGB,36.45333481,35.44971466,0.86995101,2780.175781,6009.449219,2803.033936,TRUE,0.015242255,TRUE,3,34,NA,Y,N,N,N,19
H12,S2 LP4I2,RPV,UNKNOWN,VIC,NFQ-MGB,27.73303986,27.58316994,0.185231745,549412.0625,605322.5625,70713.64844,TRUE,0.024169817,TRUE,3,26,NA,Y,N,N,N,19
A1,PAV 1e3,PAV,STANDARD,FAM,NFQ-MGB,Undetermined,37.47241211,0.623409212,1000,NA,NA,TRUE,0.013750629,TRUE,3,44,NA,N,Y,N,Y,20
A1,PAV 1e3,RPV,UNKNOWN,VIC,NFQ-MGB,Undetermined,NA,NA,NA,NA,NA,TRUE,0.021432468,TRUE,3,44,NA,N,Y,N,Y,20
A2,PAV 1e3,PAV,STANDARD,FAM,NFQ-MGB,37.03159714,37.47241211,0.623409212,1000,NA,NA,TRUE,0.013750629,TRUE,3,36,NA,Y,Y,N,Y,20
A2,PAV 1e3,RPV,UNKNOWN,VIC,NFQ-MGB,Undetermined,NA,NA,NA,NA,NA,TRUE,0.021432468,TRUE,3,44,NA,Y,Y,N,Y,20
A3,PAV 1e3,PAV,STANDARD,FAM,NFQ-MGB,37.9132309,37.47241211,0.623409212,1000,NA,NA,TRUE,0.013750629,TRUE,3,37,NA,Y,Y,N,Y,20
A3,PAV 1e3,RPV,UNKNOWN,VIC,NFQ-MGB,Undetermined,NA,NA,NA,NA,NA,TRUE,0.021432468,TRUE,3,44,NA,Y,Y,N,Y,20
A4,RPV 1e3,PAV,UNKNOWN,FAM,NFQ-MGB,Undetermined,NA,NA,NA,NA,NA,TRUE,0.013750629,TRUE,3,44,NA,Y,Y,N,Y,20
A4,RPV 1e3,RPV,STANDARD,VIC,NFQ-MGB,38.50172424,38.23962402,0.888863206,1000,NA,NA,TRUE,0.021432468,TRUE,3,37,NA,Y,Y,N,Y,20
A5,RPV 1e3,PAV,UNKNOWN,FAM,NFQ-MGB,Undetermined,NA,NA,NA,NA,NA,TRUE,0.013750629,TRUE,3,44,NA,Y,Y,N,Y,20
A5,RPV 1e3,RPV,STANDARD,VIC,NFQ-MGB,38.96796417,38.23962402,0.888863206,1000,NA,NA,TRUE,0.021432468,TRUE,3,37,NA,Y,Y,N,Y,20
A6,RPV 1e3,PAV,UNKNOWN,FAM,NFQ-MGB,Undetermined,NA,NA,NA,NA,NA,TRUE,0.013750629,TRUE,3,44,NA,Y,Y,N,Y,20
A6,RPV 1e3,RPV,STANDARD,VIC,NFQ-MGB,37.24917984,38.23962402,0.888863206,1000,NA,NA,TRUE,0.021432468,TRUE,3,35,NA,Y,Y,N,Y,20
A7,S2 PP5S1,PAV,UNKNOWN,FAM,NFQ-MGB,35.87253571,35.50056839,0.500010133,3241.043213,4269.166504,1457.887695,TRUE,0.013750629,TRUE,3,35,NA,Y,N,N,N,20
A7,S2 PP5S1,RPV,UNKNOWN,VIC,NFQ-MGB,34.12211227,33.92977905,0.168792322,12705.09082,14381.05762,1474.527588,TRUE,0.021432468,TRUE,3,32,NA,Y,N,N,N,20
A8,S2 PP5S1,PAV,UNKNOWN,FAM,NFQ-MGB,34.93217087,35.50056839,0.500010133,5937.636719,4269.166504,1457.887695,TRUE,0.013750629,TRUE,3,34,NA,Y,N,N,N,20
A8,S2 PP5S1,RPV,UNKNOWN,VIC,NFQ-MGB,33.8609314,33.92977905,0.168792322,14959.06934,14381.05762,1474.527588,TRUE,0.021432468,TRUE,3,32,NA,Y,N,N,N,20
A9,S2 PP5S1,PAV,UNKNOWN,FAM,NFQ-MGB,35.6969986,35.50056839,0.500010133,3628.820801,4269.166504,1457.887695,TRUE,0.013750629,TRUE,3,35,NA,Y,N,N,N,20
A9,S2 PP5S1,RPV,UNKNOWN,VIC,NFQ-MGB,33.80628967,33.92977905,0.168792322,15479.01074,14381.05762,1474.527588,TRUE,0.021432468,TRUE,3,32,NA,Y,N,N,N,20
A10,S3R PR4S1,PAV,UNKNOWN,FAM,NFQ-MGB,Undetermined,NA,NA,NA,NA,NA,TRUE,0.013750629,TRUE,3,44,NA,N,Y,N,Y,20
A10,S3R PR4S1,RPV,UNKNOWN,VIC,NFQ-MGB,22.87708855,22.79580116,0.362540811,14378023,15394264,3588795,TRUE,0.021432468,TRUE,3,21,NA,N,Y,N,Y,20
A11,S3R PR4S1,PAV,UNKNOWN,FAM,NFQ-MGB,Undetermined,NA,NA,NA,NA,NA,TRUE,0.013750629,TRUE,3,44,NA,N,Y,N,Y,20
A11,S3R PR4S1,RPV,UNKNOWN,VIC,NFQ-MGB,22.39951706,22.79580116,0.362540811,19381592,15394264,3588795,TRUE,0.021432468,TRUE,3,20,NA,N,Y,N,Y,20
A12,S3R PR4S1,PAV,UNKNOWN,FAM,NFQ-MGB,Undetermined,NA,NA,NA,NA,NA,TRUE,0.013750629,TRUE,3,44,NA,N,Y,N,Y,20
A12,S3R PR4S1,RPV,UNKNOWN,VIC,NFQ-MGB,23.11079788,22.79580116,0.362540811,12423175,15394264,3588795,TRUE,0.021432468,TRUE,3,21,NA,N,Y,N,Y,20
B1,PAV 1e4,PAV,STANDARD,FAM,NFQ-MGB,34.32922363,34.33095932,0.090891868,10000,NA,NA,TRUE,0.013750629,TRUE,3,33,NA,N,Y,N,Y,20
B1,PAV 1e4,RPV,UNKNOWN,VIC,NFQ-MGB,Undetermined,NA,NA,NA,NA,NA,TRUE,0.021432468,TRUE,3,44,NA,N,Y,N,Y,20
B2,PAV 1e4,PAV,STANDARD,FAM,NFQ-MGB,34.24094772,34.33095932,0.090891868,10000,NA,NA,TRUE,0.013750629,TRUE,3,33,NA,N,Y,N,Y,20
B2,PAV 1e4,RPV,UNKNOWN,VIC,NFQ-MGB,Undetermined,NA,NA,NA,NA,NA,TRUE,0.021432468,TRUE,3,44,NA,N,Y,N,Y,20
B3,PAV 1e4,PAV,STANDARD,FAM,NFQ-MGB,34.4227066,34.33095932,0.090891868,10000,NA,NA,TRUE,0.013750629,TRUE,3,33,NA,N,Y,N,Y,20
B3,PAV 1e4,RPV,UNKNOWN,VIC,NFQ-MGB,Undetermined,NA,NA,NA,NA,NA,TRUE,0.021432468,TRUE,3,44,NA,N,Y,N,Y,20
B4,RPV 1e4,PAV,UNKNOWN,FAM,NFQ-MGB,Undetermined,NA,NA,NA,NA,NA,TRUE,0.013750629,TRUE,3,44,NA,N,Y,N,Y,20
B4,RPV 1e4,RPV,STANDARD,VIC,NFQ-MGB,34.75999832,34.52177811,0.332831949,10000,NA,NA,TRUE,0.021432468,TRUE,3,33,NA,N,Y,N,Y,20
B5,RPV 1e4,PAV,UNKNOWN,FAM,NFQ-MGB,Undetermined,NA,NA,NA,NA,NA,TRUE,0.013750629,TRUE,3,44,NA,N,Y,N,Y,20
B5,RPV 1e4,RPV,STANDARD,VIC,NFQ-MGB,34.66384888,34.52177811,0.332831949,10000,NA,NA,TRUE,0.021432468,TRUE,3,33,NA,N,Y,N,Y,20
B6,RPV 1e4,PAV,UNKNOWN,FAM,NFQ-MGB,Undetermined,NA,NA,NA,NA,NA,TRUE,0.013750629,TRUE,3,44,NA,N,Y,N,Y,20
B6,RPV 1e4,RPV,STANDARD,VIC,NFQ-MGB,34.14148712,34.52177811,0.332831949,10000,NA,NA,TRUE,0.021432468,TRUE,3,32,NA,N,Y,N,Y,20
B7,S3R LR4I1,PAV,UNKNOWN,FAM,NFQ-MGB,37.03873062,36.50440979,0.490002871,1529.724731,2227.627197,660.5145874,TRUE,0.013750629,TRUE,3,36,NA,N,N,N,N,20
B7,S3R LR4I1,RPV,UNKNOWN,VIC,NFQ-MGB,22.63728333,22.63288307,0.067710429,16704026,16760075,710901,TRUE,0.021432468,TRUE,3,21,NA,N,N,N,N,20
